dates;tension;temperature;deltaH
01/07/2021 18:37:00;1.15821701099093;23.626;0
01/07/2021 18:38:00;1.15800289962227;23.653;0
01/07/2021 18:39:00;1.1577094877467;23.69;0
01/07/2021 18:40:00;1.1583359617513;23.611;0
01/07/2021 18:41:00;1.15876418448863;23.557;0
01/07/2021 18:42:00;1.15856593322135;23.582;0
01/07/2021 18:43:00;1.15864523372826;23.572;0
01/07/2021 18:44:00;1.15828045139647;23.618;0
01/07/2021 18:45:00;1.15812185038264;23.638;0
01/07/2021 18:46:00;1.15842319230891;23.6;0
01/07/2021 18:47:00;1.1578839488619;23.668;0
01/07/2021 18:48:00;1.15823287109232;23.624;0
01/07/2021 18:49:00;1.15850249281582;23.59;0
01/07/2021 18:50:00;1.15942237869601;23.474;0
01/07/2021 18:51:00;1.16015987341029;23.381;0
01/07/2021 18:52:00;1.16027882417066;23.366;0
01/07/2021 18:53:00;1.16094494842873;23.282;0
01/07/2021 18:54:00;1.16191241461306;23.16;0
01/07/2021 18:55:00;1.16207894567757;23.139;0
01/07/2021 18:56:00;1.16234063735039;23.106;0
01/07/2021 18:57:00;1.16234063735039;23.106;0
01/07/2021 18:58:00;1.16301469165914;23.021;0
01/07/2021 18:59:00;1.16365702576513;22.94;0
01/07/2021 19:00:00;1.16438659042873;22.848;0
01/07/2021 19:01:00;1.16513201519371;22.754;0
01/07/2021 19:02:00;1.16556816798172;22.699;0
01/07/2021 19:03:00;1.16605983112458;22.637;0
01/07/2021 19:04:00;1.16625015234117;22.613;0
01/07/2021 19:05:00;1.16589330006007;22.658;0
01/07/2021 19:06:00;1.16563160838725;22.691;0
01/07/2021 19:07:00;1.16546507732274;22.712;0
01/07/2021 19:08:00;1.16554437782965;22.702;0
01/07/2021 19:09:00;1.1657743492997;22.673;0
01/07/2021 19:10:00;1.16625015234117;22.613;0
01/07/2021 19:11:00;1.16647219376053;22.585;0
01/07/2021 19:12:00;1.16625015234117;22.613;0
01/07/2021 19:13:00;1.16608362127666;22.634;0
01/07/2021 19:14:00;1.16663079477435;22.565;0
01/07/2021 19:15:00;1.16694006675131;22.526;0
01/07/2021 19:16:00;1.16694006675131;22.526;0
01/07/2021 19:17:00;1.16699557710615;22.519;0
01/07/2021 19:18:00;1.1670431574103;22.513;0
01/07/2021 19:19:00;1.16768549151629;22.432;0
01/07/2021 19:20:00;1.16806613394947;22.384;0
01/07/2021 19:21:00;1.16837540592643;22.345;0
01/07/2021 19:22:00;1.16838333597712;22.344;0
01/07/2021 19:23:00;1.16850228673749;22.329;0
01/07/2021 19:24:00;1.16862123749786;22.314;0
01/07/2021 19:25:00;1.16856572714302;22.321;0
01/07/2021 19:26:00;1.16830403547021;22.354;0
01/07/2021 19:27:00;1.16866088775131;22.309;0
01/07/2021 19:28:00;1.16874811830892;22.298;0
01/07/2021 19:29:00;1.16917634104624;22.244;0
01/07/2021 19:30:00;1.1692159912997;22.239;0
01/07/2021 19:31:00;1.16931115190799;22.227;0
01/07/2021 19:32:00;1.16909704053933;22.254;0
01/07/2021 19:33:00;1.16907325038726;22.257;0
01/07/2021 19:34:00;1.1687639784103;22.296;0
01/07/2021 19:35:00;1.16872432815684;22.301;0
01/07/2021 19:36:00;1.16850228673749;22.329;0
01/07/2021 19:37:00;1.16863709759924;22.312;0
01/07/2021 19:38:00;1.16861330744716;22.315;0
01/07/2021 19:39:00;1.16863709759924;22.312;0
01/07/2021 19:40:00;1.16869260795408;22.305;0
01/07/2021 19:41:00;1.16854193699094;22.324;0
01/07/2021 19:42:00;1.16844677638265;22.336;0
01/07/2021 19:43:00;1.16832782562228;22.351;0
01/07/2021 19:44:00;1.16845470643334;22.335;0
01/07/2021 19:45:00;1.16812164430431;22.377;0
01/07/2021 19:46:00;1.16799476349325;22.393;0
01/07/2021 19:47:00;1.16811371425362;22.378;0
01/07/2021 19:48:00;1.16789960288495;22.405;0
01/07/2021 19:49:00;1.16756654075592;22.447;0
01/07/2021 19:50:00;1.16742379984348;22.465;0
01/07/2021 19:51:00;1.16754275060385;22.45;0
01/07/2021 19:52:00;1.1678520225808;22.411;0
01/07/2021 19:53:00;1.16825645516606;22.36;0
01/07/2021 19:54:00;1.1684943566868;22.33;0
01/07/2021 19:55:00;1.16852607688956;22.326;0
01/07/2021 19:56:00;1.16884327891721;22.286;0
01/07/2021 19:57:00;1.16926357160385;22.233;0
01/07/2021 19:58:00;1.16974730469601;22.172;0
01/07/2021 19:59:00;1.17015966733196;22.12;0
01/07/2021 20:00:00;1.17031826834578;22.1;0
01/07/2021 20:01:00;1.17023103778818;22.111;0
01/07/2021 20:02:00;1.1700327865209;22.136;0
01/07/2021 20:03:00;1.16992176581122;22.15;0
01/07/2021 20:04:00;1.16999313626744;22.141;0
01/07/2021 20:05:00;1.17019931758541;22.115;0
01/07/2021 20:06:00;1.17041342895408;22.088;0
01/07/2021 20:07:00;1.17070684082965;22.051;0
01/07/2021 20:08:00;1.17084165169141;22.034;0
01/07/2021 20:09:00;1.17077821128588;22.042;0
01/07/2021 20:10:00;1.17092095219832;22.024;0
01/07/2021 20:11:00;1.17101611280661;22.012;0
01/07/2021 20:12:00;1.17127780447942;21.979;0
01/07/2021 20:13:00;1.17123815422597;21.984;0
01/07/2021 20:14:00;1.17145226559463;21.957;0
01/07/2021 20:15:00;1.17169016711537;21.927;0
01/07/2021 20:16:00;1.17194392873749;21.895;0
01/07/2021 20:17:00;1.17200736914302;21.887;0
01/07/2021 20:18:00;1.17205494944717;21.881;0
01/07/2021 20:19:00;1.1721183898527;21.873;0
01/07/2021 20:20:00;1.17223734061307;21.858;0
01/07/2021 20:21:00;1.17234043127205;21.845;0
01/07/2021 20:22:00;1.1724752421338;21.828;0
01/07/2021 20:23:00;1.17252282243795;21.822;0
01/07/2021 20:24:00;1.17262591309694;21.809;0
01/07/2021 20:25:00;1.17283209441491;21.783;0
01/07/2021 20:26:00;1.1729351850739;21.77;0
01/07/2021 20:27:00;1.17310171613841;21.749;0
01/07/2021 20:28:00;1.1731096461891;21.748;0
01/07/2021 20:29:00;1.17327617725362;21.727;0
01/07/2021 20:30:00;1.17339512801399;21.712;0
01/07/2021 20:31:00;1.17358544923058;21.688;0
01/07/2021 20:32:00;1.17362509948403;21.683;0
01/07/2021 20:33:00;1.17362509948403;21.683;0
01/07/2021 20:34:00;1.17368060983887;21.676;0
01/07/2021 20:35:00;1.17368853988956;21.675;0
01/07/2021 20:36:00;1.17368060983887;21.676;0
01/07/2021 20:37:00;1.17383128080201;21.657;0
01/07/2021 20:38:00;1.17377577044717;21.664;0
01/07/2021 20:39:00;1.17387093105546;21.652;0
01/07/2021 20:40:00;1.17403746211998;21.631;0
01/07/2021 20:41:00;1.17441810455316;21.583;0
01/07/2021 20:42:00;1.1747432366315;21.542;0
01/07/2021 20:43:00;1.17490976769602;21.521;0
01/07/2021 20:44:00;1.17517145936883;21.488;0
01/07/2021 20:45:00;1.17534592048404;21.466;0
01/07/2021 20:46:00;1.17544108109233;21.454;0
01/07/2021 20:47:00;1.17550452149786;21.446;0
01/07/2021 20:48:00;1.17570277276514;21.421;0
01/07/2021 20:49:00;1.17591688413381;21.394;0
01/07/2021 20:50:00;1.17613099550247;21.367;0
01/07/2021 20:51:00;1.1762816664656;21.348;0
01/07/2021 20:52:00;1.17642440737805;21.33;0
01/07/2021 20:53:00;1.17662265864533;21.305;0
01/07/2021 20:54:00;1.176733679355;21.291;0
01/07/2021 20:55:00;1.17695572077436;21.263;0
01/07/2021 20:56:00;1.17711432178818;21.243;0
01/07/2021 20:57:00;1.17716190209233;21.237;0
01/07/2021 20:58:00;1.17729671295408;21.22;0
01/07/2021 20:59:00;1.1773680834103;21.211;0
01/07/2021 21:00:00;1.17743152381583;21.203;0
01/07/2021 21:01:00;1.17755840462689;21.187;0
01/07/2021 21:02:00;1.17766942533657;21.173;0
01/07/2021 21:03:00;1.17788353670524;21.146;0
01/07/2021 21:04:00;1.17785974655316;21.149;0
01/07/2021 21:05:00;1.17823245893565;21.102;0
