"Titre de tracé : Hobo3"
"#";"Date Heure, GMT+01:00";"Temp., °C (LGR S/N: 10614064, SEN S/N: 10614064, LBL: t)";"Tension, V (LGR S/N: 10614064, SEN S/N: 10614064, LBL: tesio)";"Hôte connecté (LGR S/N: 10614064)";"Arrêté (LGR S/N: 10614064)";"Fin de fichier (LGR S/N: 10614064)"
1;28/02/19 15:48:28;59.759;0.55459;;;
2;28/02/19 15:48:29;59.517;0.55783;;;
3;28/02/19 15:48:30;59.291;0.56023;;;
4;28/02/19 15:48:31;59.068;0.56268;;;
5;28/02/19 15:48:32;58.847;0.56504;;;
6;28/02/19 15:48:33;58.631;0.56744;;;
7;28/02/19 15:48:34;58.418;0.56981;;;
8;28/02/19 15:48:35;58.207;0.57214;;;
9;28/02/19 15:48:36;57.999;0.57446;;;
10;28/02/19 15:48:37;57.799;0.57668;;;
11;28/02/19 15:48:38;57.596;0.57897;;;
12;28/02/19 15:48:39;57.388;0.58129;;;
13;28/02/19 15:48:40;57.204;0.58335;;;
14;28/02/19 15:48:41;57.011;0.58553;;;
15;28/02/19 15:48:42;56.821;0.58770;;;
16;28/02/19 15:48:43;56.634;0.58980;;;
17;28/02/19 15:48:44;56.449;0.59190;;;
18;28/02/19 15:48:45;56.266;0.59400;;;
19;28/02/19 15:48:46;56.087;0.59602;;;
20;28/02/19 15:48:47;55.911;0.59796;;;
21;28/02/19 15:48:48;55.733;0.59995;;;
22;28/02/19 15:48:49;55.561;0.60189;;;
23;28/02/19 15:48:50;55.392;0.60380;;;
24;28/02/19 15:48:51;55.223;0.60571;;;
25;28/02/19 15:48:52;55.058;0.60754;;;
26;28/02/19 15:48:53;54.895;0.60933;;;
27;28/02/19 15:48:54;54.733;0.61109;;;
28;28/02/19 15:48:55;54.574;0.61280;;;
29;28/02/19 15:48:56;54.418;0.61452;;;
30;28/02/19 15:48:57;54.263;0.61620;;;
31;28/02/19 15:48:58;54.110;0.61784;;;
32;28/02/19 15:48:59;53.961;0.61940;;;
33;28/02/19 15:49:00;53.814;0.62097;;;
34;28/02/19 15:49:01;53.670;0.62245;;;
35;28/02/19 15:49:02;53.526;0.62390;;;
36;28/02/19 15:49:03;53.387;0.62535;;;
37;28/02/19 15:49:04;53.249;0.62676;;;
38;28/02/19 15:49:05;53.114;0.62814;;;
39;28/02/19 15:49:06;52.981;0.62943;;;
40;28/02/19 15:49:07;52.849;0.63073;;;
41;28/02/19 15:49:08;52.721;0.63195;;;
42;28/02/19 15:49:09;52.594;0.63317;;;
43;28/02/19 15:49:10;52.469;0.63432;;;
44;28/02/19 15:49:11;52.350;0.63546;;;
45;28/02/19 15:49:12;52.230;0.63653;;;
46;28/02/19 15:49:13;52.116;0.63760;;;
47;28/02/19 15:49:14;52.002;0.63867;;;
48;28/02/19 15:49:15;51.892;0.63962;;;
49;28/02/19 15:49:16;51.783;0.64057;;;
50;28/02/19 15:49:17;51.678;0.64149;;;
51;28/02/19 15:49:18;51.576;0.64244;;;
52;28/02/19 15:49:19;51.477;0.64332;;;
53;28/02/19 15:49:20;51.379;0.64412;;;
54;28/02/19 15:49:21;51.284;0.64496;;;
55;28/02/19 15:49:22;51.192;0.64572;;;
56;28/02/19 15:49:23;51.104;0.64649;;;
57;28/02/19 15:49:24;51.019;0.64721;;;
58;28/02/19 15:49:25;50.935;0.64790;;;
59;28/02/19 15:49:26;50.852;0.64862;;;
60;28/02/19 15:49:27;50.778;0.64927;;;
61;28/02/19 15:49:28;50.702;0.64988;;;
62;28/02/19 15:49:29;50.628;0.65049;;;
63;28/02/19 15:49:30;50.558;0.65110;;;
64;28/02/19 15:49:31;50.493;0.65164;;;
65;28/02/19 15:49:32;50.422;0.65225;;;
66;28/02/19 15:49:33;50.368;0.65267;;;
67;28/02/19 15:49:34;50.314;0.65309;;;
68;28/02/19 15:49:35;50.258;0.65354;;;
69;28/02/19 15:49:36;50.204;0.65400;;;
70;28/02/19 15:49:37;50.152;0.65446;;;
71;28/02/19 15:49:38;50.105;0.65488;;;
72;28/02/19 15:49:39;50.058;0.65526;;;
73;28/02/19 15:49:40;50.013;0.65564;;;
74;28/02/19 15:49:41;49.972;0.65599;;;
75;28/02/19 15:49:42;49.931;0.65637;;;
76;28/02/19 15:49:43;49.893;0.65671;;;
77;28/02/19 15:49:44;49.858;0.65702;;;
78;28/02/19 15:49:45;49.822;0.65732;;;
79;28/02/19 15:49:46;49.790;0.65763;;;
80;28/02/19 15:49:47;49.760;0.65785;;;
81;28/02/19 15:49:48;49.730;0.65812;;;
82;28/02/19 15:49:49;49.702;0.65839;;;
83;28/02/19 15:49:50;49.677;0.65862;;;
84;28/02/19 15:49:51;49.651;0.65885;;;
85;28/02/19 15:49:52;49.628;0.65904;;;
86;28/02/19 15:49:53;49.607;0.65927;;;
87;28/02/19 15:49:54;49.585;0.65946;;;
88;28/02/19 15:49:55;49.566;0.65965;;;
89;28/02/19 15:49:56;49.547;0.65980;;;
90;28/02/19 15:49:57;49.530;0.65995;;;
91;28/02/19 15:49:58;49.513;0.66014;;;
92;28/02/19 15:49:59;49.500;0.66030;;;
93;28/02/19 15:50:00;49.485;0.66045;;;
94;28/02/19 15:50:01;49.473;0.66056;;;
95;28/02/19 15:50:02;49.458;0.66072;;;
96;28/02/19 15:50:03;49.447;0.66083;;;
97;28/02/19 15:50:04;49.437;0.66094;;;
98;28/02/19 15:50:05;49.426;0.66106;;;
99;28/02/19 15:50:06;49.415;0.66117;;;
100;28/02/19 15:50:07;49.407;0.66129;;;
101;28/02/19 15:50:08;49.396;0.66136;;;
102;28/02/19 15:50:09;49.390;0.66144;;;
103;28/02/19 15:50:10;49.382;0.66155;;;
104;28/02/19 15:50:11;49.373;0.66163;;;
105;28/02/19 15:50:12;49.367;0.66171;;;
106;28/02/19 15:50:13;49.360;0.66175;;;
107;28/02/19 15:50:14;49.354;0.66182;;;
108;28/02/19 15:50:15;49.350;0.66190;;;
109;28/02/19 15:50:16;49.343;0.66197;;;
110;28/02/19 15:50:17;49.339;0.66205;;;
111;28/02/19 15:50:18;49.333;0.66213;;;
112;28/02/19 15:50:19;49.329;0.66217;;;
113;28/02/19 15:50:20;49.324;0.66224;;;
114;28/02/19 15:50:21;49.322;0.66228;;;
115;28/02/19 15:50:22;49.318;0.66232;;;
116;28/02/19 15:50:23;49.314;0.66239;;;
117;28/02/19 15:50:24;49.310;0.66243;;;
118;28/02/19 15:50:25;49.305;0.66247;;;
119;28/02/19 15:50:26;49.297;0.66262;;;
120;28/02/19 15:50:27;49.293;0.66270;;;
121;28/02/19 15:50:28;49.288;0.66274;;;
122;28/02/19 15:50:29;49.286;0.66278;;;
123;28/02/19 15:50:30;49.282;0.66281;;;
124;28/02/19 15:50:31;49.280;0.66285;;;
125;28/02/19 15:50:32;49.288;0.66266;;;
126;28/02/19 15:50:33;49.284;0.66274;;;
127;28/02/19 15:50:34;49.286;0.66266;;;
128;28/02/19 15:50:35;49.284;0.66274;;;
129;28/02/19 15:50:36;49.282;0.66274;;;
130;28/02/19 15:50:37;49.280;0.66281;;;
131;28/02/19 15:50:38;49.278;0.66281;;;
132;28/02/19 15:50:39;49.276;0.66289;;;
133;28/02/19 15:50:40;49.274;0.66293;;;
134;28/02/19 15:50:41;49.272;0.66293;;;
135;28/02/19 15:50:42;49.269;0.66297;;;
136;28/02/19 15:50:43;49.269;0.66300;;;
137;28/02/19 15:50:44;49.267;0.66304;;;
138;28/02/19 15:50:45;49.265;0.66308;;;
139;28/02/19 15:50:46;49.265;0.66308;;;
140;28/02/19 15:50:47;49.263;0.66312;;;
141;28/02/19 15:50:48;49.261;0.66316;;;
142;28/02/19 15:50:49;49.261;0.66316;;;
143;28/02/19 15:50:50;49.261;0.66320;;;
144;28/02/19 15:50:51;49.259;0.66323;;;
145;28/02/19 15:50:52;49.259;0.66323;;;
146;28/02/19 15:50:53;49.257;0.66323;;;
147;28/02/19 15:50:54;49.257;0.66331;;;
148;28/02/19 15:50:55;49.255;0.66331;;;
149;28/02/19 15:50:56;49.255;0.66335;;;
150;28/02/19 15:50:57;49.255;0.66339;;;
151;28/02/19 15:50:58;49.253;0.66339;;;
152;28/02/19 15:50:59;49.250;0.66342;;;
153;28/02/19 15:51:00;49.250;0.66342;;;
154;28/02/19 15:51:01;49.248;0.66342;;;
155;28/02/19 15:51:02;49.248;0.66346;;;
156;28/02/19 15:51:03;49.246;0.66342;;;
157;28/02/19 15:51:04;49.246;0.66350;;;
158;28/02/19 15:51:05;49.246;0.66346;;;
159;28/02/19 15:51:06;49.244;0.66350;;;
160;28/02/19 15:51:07;49.244;0.66354;;;
161;28/02/19 15:51:08;49.244;0.66358;;;
162;28/02/19 15:51:09;49.242;0.66358;;;
163;28/02/19 15:51:10;49.242;0.66361;;;
164;28/02/19 15:51:11;49.240;0.66365;;;
165;28/02/19 15:51:12;49.240;0.66369;;;
166;28/02/19 15:51:13;49.240;0.66369;;;
167;28/02/19 15:51:14;49.240;0.66369;;;
168;28/02/19 15:51:15;49.236;0.66373;;;
169;28/02/19 15:51:16;49.236;0.66373;;;
170;28/02/19 15:51:17;49.236;0.66377;;;
171;28/02/19 15:51:18;49.236;0.66377;;;
172;28/02/19 15:51:19;49.236;0.66381;;;
173;28/02/19 15:51:20;49.234;0.66384;;;
174;28/02/19 15:51:21;49.234;0.66384;;;
175;28/02/19 15:51:22;49.234;0.66384;;;
176;28/02/19 15:51:23;49.234;0.66384;;;
177;28/02/19 15:51:24;49.234;0.66388;;;
178;28/02/19 15:51:25;49.231;0.66388;;;
179;28/02/19 15:51:26;49.231;0.66392;;;
180;28/02/19 15:51:27;49.231;0.66396;;;
181;28/02/19 15:51:28;49.231;0.66396;;;
182;28/02/19 15:51:29;49.231;0.66400;;;
183;28/02/19 15:51:30;49.231;0.66396;;;
184;28/02/19 15:51:31;49.229;0.66400;;;
185;28/02/19 15:51:32;49.229;0.66403;;;
186;28/02/19 15:51:33;49.229;0.66407;;;
187;28/02/19 15:51:34;49.227;0.66407;;;
188;28/02/19 15:51:35;49.227;0.66411;;;
189;28/02/19 15:51:36;49.227;0.66411;;;
190;28/02/19 15:51:37;49.227;0.66411;;;
191;28/02/19 15:51:38;49.225;0.66411;;;
192;28/02/19 15:51:39;49.225;0.66415;;;
193;28/02/19 15:51:40;49.225;0.66415;;;
194;28/02/19 15:51:41;49.223;0.66419;;;
195;28/02/19 15:51:42;49.225;0.66423;;;
196;28/02/19 15:51:43;49.225;0.66423;;;
197;28/02/19 15:51:44;49.223;0.66426;;;
198;28/02/19 15:51:45;49.223;0.66430;;;
199;28/02/19 15:51:46;49.223;0.66434;;;
200;28/02/19 15:51:47;49.223;0.66434;;;
201;28/02/19 15:51:48;49.223;0.66438;;;
202;28/02/19 15:51:49;49.221;0.66434;;;
203;28/02/19 15:51:50;49.221;0.66438;;;
204;28/02/19 15:51:51;49.221;0.66438;;;
205;28/02/19 15:51:52;49.219;0.66442;;;
206;28/02/19 15:51:53;49.219;0.66442;;;
207;28/02/19 15:51:54;49.219;0.66445;;;
208;28/02/19 15:51:55;49.219;0.66445;;;
209;28/02/19 15:51:56;49.217;0.66445;;;
210;28/02/19 15:51:57;49.217;0.66449;;;
211;28/02/19 15:51:58;49.217;0.66453;;;
212;28/02/19 15:51:59;49.215;0.66457;;;
213;28/02/19 15:52:00;49.215;0.66461;;;
214;28/02/19 15:52:01;49.215;0.66461;;;
215;28/02/19 15:52:02;49.215;0.66464;;;
216;28/02/19 15:52:03;49.215;0.66464;;;
217;28/02/19 15:52:04;49.212;0.66464;;;
218;28/02/19 15:52:05;49.212;0.66468;;;
219;28/02/19 15:52:06;49.212;0.66468;;;
220;28/02/19 15:52:07;49.212;0.66472;;;
221;28/02/19 15:52:08;49.212;0.66476;;;
222;28/02/19 15:52:09;49.212;0.66476;;;
223;28/02/19 15:52:10;49.212;0.66476;;;
224;28/02/19 15:52:11;49.210;0.66480;;;
225;28/02/19 15:52:12;49.210;0.66480;;;
226;28/02/19 15:52:13;49.208;0.66480;;;
227;28/02/19 15:52:14;49.208;0.66484;;;
228;28/02/19 15:52:15;49.208;0.66487;;;
229;28/02/19 15:52:16;49.206;0.66487;;;
230;28/02/19 15:52:17;49.206;0.66487;;;
231;28/02/19 15:52:18;49.204;0.66499;;;
232;28/02/19 15:52:19;49.202;0.66491;;;
233;28/02/19 15:52:20;49.204;0.66491;;;
234;28/02/19 15:52:21;49.204;0.66491;;;
235;28/02/19 15:52:22;49.204;0.66495;;;
236;28/02/19 15:52:23;49.204;0.66495;;;
237;28/02/19 15:52:24;49.202;0.66495;;;
238;28/02/19 15:52:25;49.202;0.66499;;;
239;28/02/19 15:52:26;49.202;0.66506;;;
240;28/02/19 15:52:27;49.202;0.66506;;;
241;28/02/19 15:52:28;49.200;0.66510;;;
242;28/02/19 15:52:29;49.200;0.66510;;;
243;28/02/19 15:52:30;49.200;0.66510;;;
244;28/02/19 15:52:31;49.189;0.66533;;;
245;28/02/19 15:52:32;49.191;0.66529;;;
246;28/02/19 15:52:33;49.193;0.66522;;;
247;28/02/19 15:52:34;49.200;0.66506;;;
248;28/02/19 15:52:35;49.200;0.66510;;;
249;28/02/19 15:52:36;49.198;0.66514;;;
250;28/02/19 15:52:37;49.198;0.66518;;;
251;28/02/19 15:52:38;49.198;0.66518;;;
252;28/02/19 15:52:39;49.196;0.66518;;;
253;28/02/19 15:52:40;49.196;0.66522;;;
254;28/02/19 15:52:41;49.193;0.66522;;;
255;28/02/19 15:52:42;49.193;0.66522;;;
256;28/02/19 15:52:43;49.191;0.66526;;;
257;28/02/19 15:52:44;49.191;0.66526;;;
258;28/02/19 15:52:45;49.191;0.66526;;;
259;28/02/19 15:52:46;49.191;0.66529;;;
260;28/02/19 15:52:47;49.191;0.66529;;;
261;28/02/19 15:52:48;49.189;0.66529;;;
262;28/02/19 15:52:49;49.189;0.66537;;;
263;28/02/19 15:52:50;49.189;0.66537;;;
264;28/02/19 15:52:51;49.187;0.66537;;;
265;28/02/19 15:52:52;49.187;0.66541;;;
266;28/02/19 15:52:53;49.187;0.66541;;;
267;28/02/19 15:52:54;49.187;0.66545;;;
268;28/02/19 15:52:55;49.187;0.66552;;;
269;28/02/19 15:52:56;49.187;0.66552;;;
270;28/02/19 15:52:57;49.187;0.66556;;;
271;28/02/19 15:52:58;49.187;0.66560;;;
272;28/02/19 15:52:59;49.187;0.66560;;;
273;28/02/19 15:53:00;49.187;0.66564;;;
274;28/02/19 15:53:01;49.185;0.66567;;;
275;28/02/19 15:53:02;49.185;0.66567;;;
276;28/02/19 15:53:03;49.185;0.66571;;;
277;28/02/19 15:53:04;49.183;0.66571;;;
278;28/02/19 15:53:05;49.183;0.66575;;;
279;28/02/19 15:53:06;49.183;0.66579;;;
280;28/02/19 15:53:07;49.183;0.66579;;;
281;28/02/19 15:53:08;49.183;0.66579;;;
282;28/02/19 15:53:09;49.181;0.66583;;;
283;28/02/19 15:53:10;49.181;0.66583;;;
284;28/02/19 15:53:11;49.181;0.66587;;;
285;28/02/19 15:53:12;49.181;0.66587;;;
286;28/02/19 15:53:13;49.179;0.66587;;;
287;28/02/19 15:53:14;49.179;0.66587;;;
288;28/02/19 15:53:15;49.179;0.66590;;;
289;28/02/19 15:53:16;49.179;0.66590;;;
290;28/02/19 15:53:17;49.179;0.66594;;;
291;28/02/19 15:53:18;49.177;0.66594;;;
292;28/02/19 15:53:19;49.174;0.66606;;;
293;28/02/19 15:53:20;49.174;0.66602;;;
294;28/02/19 15:53:21;49.174;0.66602;;;
295;28/02/19 15:53:22;49.172;0.66606;;;
296;28/02/19 15:53:23;49.172;0.66606;;;
297;28/02/19 15:53:24;49.172;0.66606;;;
298;28/02/19 15:53:25;49.172;0.66609;;;
299;28/02/19 15:53:26;49.172;0.66609;;;
300;28/02/19 15:53:27;49.172;0.66613;;;
301;28/02/19 15:53:28;49.172;0.66613;;;
302;28/02/19 15:53:29;49.170;0.66613;;;
303;28/02/19 15:53:30;49.170;0.66613;;;
304;28/02/19 15:53:31;49.170;0.66617;;;
305;28/02/19 15:53:32;49.172;0.66617;;;
306;28/02/19 15:53:33;49.170;0.66617;;;
307;28/02/19 15:53:34;49.170;0.66621;;;
308;28/02/19 15:53:35;49.170;0.66617;;;
309;28/02/19 15:53:36;49.166;0.66621;;;
310;28/02/19 15:53:37;49.168;0.66621;;;
311;28/02/19 15:53:38;49.168;0.66621;;;
312;28/02/19 15:53:39;49.170;0.66621;;;
313;28/02/19 15:53:40;49.168;0.66621;;;
314;28/02/19 15:53:41;49.166;0.66625;;;
315;28/02/19 15:53:42;49.168;0.66629;;;
316;28/02/19 15:53:43;49.166;0.66629;;;
317;28/02/19 15:53:44;49.166;0.66632;;;
318;28/02/19 15:53:45;49.166;0.66632;;;
319;28/02/19 15:53:46;49.168;0.66632;;;
320;28/02/19 15:53:47;49.168;0.66629;;;
321;28/02/19 15:53:48;49.166;0.66632;;;
322;28/02/19 15:53:49;49.166;0.66636;;;
323;28/02/19 15:53:50;49.164;0.66636;;;
324;28/02/19 15:53:51;49.164;0.66640;;;
325;28/02/19 15:53:52;49.162;0.66640;;;
326;28/02/19 15:53:53;49.162;0.66644;;;
327;28/02/19 15:53:54;49.162;0.66640;;;
328;28/02/19 15:53:55;49.160;0.66644;;;
329;28/02/19 15:53:56;49.162;0.66644;;;
330;28/02/19 15:53:57;49.162;0.66648;;;
331;28/02/19 15:53:58;49.160;0.66648;;;
332;28/02/19 15:53:59;49.160;0.66648;;;
333;28/02/19 15:54:00;49.162;0.66655;;;
334;28/02/19 15:54:01;49.160;0.66659;;;
335;28/02/19 15:54:02;49.160;0.66659;;;
336;28/02/19 15:54:03;49.160;0.66659;;;
337;28/02/19 15:54:04;49.160;0.66663;;;
338;28/02/19 15:54:05;49.158;0.66663;;;
339;28/02/19 15:54:06;49.158;0.66667;;;
340;28/02/19 15:54:07;49.156;0.66667;;;
341;28/02/19 15:54:08;49.153;0.66674;;;
342;28/02/19 15:54:09;49.156;0.66674;;;
343;28/02/19 15:54:10;49.156;0.66674;;;
344;28/02/19 15:54:11;49.156;0.66674;;;
345;28/02/19 15:54:12;49.153;0.66674;;;
346;28/02/19 15:54:13;49.153;0.66678;;;
347;28/02/19 15:54:14;49.153;0.66678;;;
348;28/02/19 15:54:15;49.153;0.66678;;;
349;28/02/19 15:54:16;49.153;0.66678;;;
350;28/02/19 15:54:17;49.153;0.66682;;;
351;28/02/19 15:54:18;49.153;0.66682;;;
352;28/02/19 15:54:19;49.153;0.66690;;;
353;28/02/19 15:54:20;49.145;0.66705;;;
354;28/02/19 15:54:21;49.120;0.66754;;;
355;28/02/19 15:54:22;49.126;0.66747;;;
356;28/02/19 15:54:23;49.149;0.66690;;;
357;28/02/19 15:54:24;49.147;0.66693;;;
358;28/02/19 15:54:25;49.147;0.66701;;;
359;28/02/19 15:54:26;49.149;0.66705;;;
360;28/02/19 15:54:27;49.145;0.66693;;;
361;28/02/19 15:54:28;49.156;0.66686;;;
362;28/02/19 15:54:29;49.153;0.66690;;;
363;28/02/19 15:54:30;49.153;0.66690;;;
364;28/02/19 15:54:31;49.139;0.66735;;;
365;28/02/19 15:54:32;49.151;0.66697;;;
366;28/02/19 15:54:33;49.151;0.66701;;;
367;28/02/19 15:54:34;49.151;0.66701;;;
368;28/02/19 15:54:35;49.151;0.66701;;;
369;28/02/19 15:54:36;49.151;0.66705;;;
370;28/02/19 15:54:37;49.149;0.66705;;;
371;28/02/19 15:54:38;49.149;0.66709;;;
372;28/02/19 15:54:39;49.149;0.66709;;;
373;28/02/19 15:54:40;49.149;0.66712;;;
374;28/02/19 15:54:41;49.149;0.66716;;;
375;28/02/19 15:54:42;49.147;0.66712;;;
376;28/02/19 15:54:43;49.147;0.66716;;;
377;28/02/19 15:54:44;49.147;0.66712;;;
378;28/02/19 15:54:45;49.145;0.66716;;;
379;28/02/19 15:54:46;49.145;0.66716;;;
380;28/02/19 15:54:47;49.145;0.66720;;;
381;28/02/19 15:54:48;49.143;0.66720;;;
382;28/02/19 15:54:49;49.143;0.66724;;;
383;28/02/19 15:54:50;49.143;0.66724;;;
384;28/02/19 15:54:51;49.143;0.66724;;;
385;28/02/19 15:54:52;49.141;0.66724;;;
386;28/02/19 15:54:53;49.139;0.66728;;;
387;28/02/19 15:54:54;49.137;0.66732;;;
388;28/02/19 15:54:55;49.137;0.66732;;;
389;28/02/19 15:54:56;49.139;0.66728;;;
390;28/02/19 15:54:57;49.139;0.66732;;;
391;28/02/19 15:54:58;49.139;0.66735;;;
392;28/02/19 15:54:59;49.139;0.66735;;;
393;28/02/19 15:55:00;49.137;0.66739;;;
394;28/02/19 15:55:01;49.137;0.66739;;;
395;28/02/19 15:55:02;49.137;0.66739;;;
396;28/02/19 15:55:03;49.137;0.66739;;;
397;28/02/19 15:55:04;49.137;0.66739;;;
398;28/02/19 15:55:05;49.137;0.66743;;;
399;28/02/19 15:55:06;49.137;0.66739;;;
400;28/02/19 15:55:07;49.134;0.66747;;;
401;28/02/19 15:55:08;49.134;0.66751;;;
402;28/02/19 15:55:09;49.134;0.66751;;;
403;28/02/19 15:55:10;49.132;0.66758;;;
404;28/02/19 15:55:11;49.134;0.66751;;;
405;28/02/19 15:55:12;49.130;0.66758;;;
406;28/02/19 15:55:13;49.134;0.66754;;;
407;28/02/19 15:55:14;49.134;0.66751;;;
408;28/02/19 15:55:15;49.132;0.66754;;;
409;28/02/19 15:55:16;49.130;0.66758;;;
410;28/02/19 15:55:17;49.130;0.66762;;;
411;28/02/19 15:55:18;49.130;0.66766;;;
412;28/02/19 15:55:19;49.128;0.66770;;;
413;28/02/19 15:55:20;49.128;0.66773;;;
414;28/02/19 15:55:21;49.130;0.66770;;;
415;28/02/19 15:55:22;49.130;0.66770;;;
416;28/02/19 15:55:23;49.128;0.66773;;;
417;28/02/19 15:55:24;49.128;0.66773;;;
418;28/02/19 15:55:25;49.128;0.66773;;;
419;28/02/19 15:55:26;49.128;0.66773;;;
420;28/02/19 15:55:27;49.128;0.66773;;;
421;28/02/19 15:55:28;49.128;0.66777;;;
422;28/02/19 15:55:29;49.128;0.66777;;;
423;28/02/19 15:55:30;49.128;0.66777;;;
424;28/02/19 15:55:31;49.126;0.66785;;;
425;28/02/19 15:55:32;49.126;0.66785;;;
426;28/02/19 15:55:33;49.126;0.66785;;;
427;28/02/19 15:55:34;49.126;0.66785;;;
428;28/02/19 15:55:35;49.124;0.66789;;;
429;28/02/19 15:55:36;49.122;0.66800;;;
430;28/02/19 15:55:37;49.122;0.66793;;;
431;28/02/19 15:55:38;49.120;0.66796;;;
432;28/02/19 15:55:39;49.128;0.66785;;;
433;28/02/19 15:55:40;49.126;0.66796;;;
434;28/02/19 15:55:41;49.126;0.66785;;;
435;28/02/19 15:55:42;49.126;0.66789;;;
436;28/02/19 15:55:43;49.126;0.66789;;;
437;28/02/19 15:55:44;49.126;0.66789;;;
438;28/02/19 15:55:45;49.126;0.66793;;;
439;28/02/19 15:55:46;49.126;0.66793;;;
440;28/02/19 15:55:47;49.126;0.66796;;;
441;28/02/19 15:55:48;49.124;0.66796;;;
442;28/02/19 15:55:49;49.124;0.66796;;;
443;28/02/19 15:55:50;49.122;0.66800;;;
444;28/02/19 15:55:51;49.122;0.66800;;;
445;28/02/19 15:55:52;49.122;0.66804;;;
446;28/02/19 15:55:53;49.122;0.66800;;;
447;28/02/19 15:55:54;49.122;0.66804;;;
448;28/02/19 15:55:55;49.122;0.66804;;;
449;28/02/19 15:55:56;49.120;0.66808;;;
450;28/02/19 15:55:57;49.122;0.66808;;;
451;28/02/19 15:55:58;49.120;0.66808;;;
452;28/02/19 15:55:59;49.120;0.66808;;;
453;28/02/19 15:56:00;49.120;0.66808;;;
454;28/02/19 15:56:01;49.118;0.66812;;;
455;28/02/19 15:56:02;49.118;0.66812;;;
456;28/02/19 15:56:03;49.120;0.66812;;;
457;28/02/19 15:56:04;49.120;0.66812;;;
458;28/02/19 15:56:05;49.118;0.66815;;;
459;28/02/19 15:56:06;49.118;0.66819;;;
460;28/02/19 15:56:07;49.118;0.66823;;;
461;28/02/19 15:56:08;49.118;0.66823;;;
462;28/02/19 15:56:09;49.118;0.66823;;;
463;28/02/19 15:56:10;49.118;0.66823;;;
464;28/02/19 15:56:11;49.118;0.66823;;;
465;28/02/19 15:56:12;49.115;0.66827;;;
466;28/02/19 15:56:13;49.115;0.66827;;;
467;28/02/19 15:56:14;49.115;0.66823;;;
468;28/02/19 15:56:15;49.115;0.66827;;;
469;28/02/19 15:56:16;49.115;0.66831;;;
470;28/02/19 15:56:17;49.115;0.66831;;;
471;28/02/19 15:56:18;49.113;0.66835;;;
472;28/02/19 15:56:19;49.113;0.66835;;;
473;28/02/19 15:56:20;49.113;0.66838;;;
474;28/02/19 15:56:21;49.113;0.66838;;;
475;28/02/19 15:56:22;49.111;0.66846;;;
476;28/02/19 15:56:23;49.109;0.66850;;;
477;28/02/19 15:56:24;49.109;0.66854;;;
478;28/02/19 15:56:25;49.107;0.66854;;;
479;28/02/19 15:56:26;49.107;0.66857;;;
480;28/02/19 15:56:27;49.109;0.66857;;;
481;28/02/19 15:56:28;49.111;0.66854;;;
482;28/02/19 15:56:29;49.111;0.66850;;;
483;28/02/19 15:56:30;49.109;0.66854;;;
484;28/02/19 15:56:31;49.109;0.66857;;;
485;28/02/19 15:56:32;49.109;0.66857;;;
486;28/02/19 15:56:33;49.109;0.66857;;;
487;28/02/19 15:56:34;49.109;0.66857;;;
488;28/02/19 15:56:35;49.109;0.66861;;;
489;28/02/19 15:56:36;49.109;0.66865;;;
490;28/02/19 15:56:37;49.107;0.66865;;;
491;28/02/19 15:56:38;49.109;0.66865;;;
492;28/02/19 15:56:39;49.109;0.66869;;;
493;28/02/19 15:56:40;49.107;0.66869;;;
494;28/02/19 15:56:41;49.107;0.66869;;;
495;28/02/19 15:56:42;49.107;0.66873;;;
496;28/02/19 15:56:43;49.107;0.66869;;;
497;28/02/19 15:56:44;49.107;0.66873;;;
498;28/02/19 15:56:45;49.107;0.66876;;;
499;28/02/19 15:56:46;49.105;0.66880;;;
500;28/02/19 15:56:47;49.105;0.66880;;;
501;28/02/19 15:56:48;49.107;0.66876;;;
502;28/02/19 15:56:49;49.105;0.66880;;;
503;28/02/19 15:56:50;49.105;0.66880;;;
504;28/02/19 15:56:51;49.105;0.66880;;;
505;28/02/19 15:56:52;49.105;0.66880;;;
506;28/02/19 15:56:53;49.105;0.66880;;;
507;28/02/19 15:56:54;49.103;0.66884;;;
508;28/02/19 15:56:55;49.103;0.66884;;;
509;28/02/19 15:56:56;49.103;0.66884;;;
510;28/02/19 15:56:57;49.103;0.66884;;;
511;28/02/19 15:56:58;49.103;0.66888;;;
512;28/02/19 15:56:59;49.103;0.66888;;;
513;28/02/19 15:57:00;49.103;0.66888;;;
514;28/02/19 15:57:01;49.103;0.66888;;;
515;28/02/19 15:57:02;49.103;0.66888;;;
516;28/02/19 15:57:03;49.101;0.66892;;;
517;28/02/19 15:57:04;49.103;0.66892;;;
518;28/02/19 15:57:05;49.101;0.66892;;;
519;28/02/19 15:57:06;49.101;0.66892;;;
520;28/02/19 15:57:07;49.101;0.66896;;;
521;28/02/19 15:57:08;49.101;0.66899;;;
522;28/02/19 15:57:09;49.099;0.66899;;;
523;28/02/19 15:57:10;49.101;0.66899;;;
524;28/02/19 15:57:11;49.097;0.66903;;;
525;28/02/19 15:57:12;49.097;0.66911;;;
526;28/02/19 15:57:13;49.097;0.66907;;;
527;28/02/19 15:57:14;49.097;0.66907;;;
528;28/02/19 15:57:15;49.097;0.66903;;;
529;28/02/19 15:57:16;49.097;0.66907;;;
530;28/02/19 15:57:17;49.099;0.66907;;;
531;28/02/19 15:57:18;49.099;0.66907;;;
