"Titre de tracé : Hobo8"
"#","Date Heure, GMT+01:00","Temp., °C (LGR S/N: 10759805, SEN S/N: 10759805, LBL: Temperarure1)","Tension, V (LGR S/N: 10759805, SEN S/N: 10759805, LBL: Tension)","Hôte connecté (LGR S/N: 10759805)","Arrêté (LGR S/N: 10759805)","Fin de fichier (LGR S/N: 10759805)"
433,11/03/19 17:17:31,12.817,1.21393,,,
434,11/03/19 17:18:31,12.787,1.21405,,,
435,11/03/19 17:19:31,12.760,1.21401,,,
436,11/03/19 17:20:31,12.723,1.21412,,,
437,11/03/19 17:21:31,12.662,1.21393,,,
438,11/03/19 17:22:31,12.650,1.21401,,,
439,11/03/19 17:23:31,12.639,1.21386,,,
440,11/03/19 17:24:31,12.583,1.21412,,,
441,11/03/19 17:25:31,12.548,1.21389,,,
442,11/03/19 17:26:31,12.530,1.21382,,,
443,11/03/19 17:27:31,12.508,1.21386,,,
444,11/03/19 17:28:31,12.443,1.21389,,,
445,11/03/19 17:29:31,12.440,1.21378,,,
446,11/03/19 17:30:31,12.425,1.21370,,,
447,11/03/19 17:31:31,12.360,1.21420,,,
448,11/03/19 17:32:31,12.351,1.21401,,,
449,11/03/19 17:33:31,12.322,1.21378,,,
450,11/03/19 17:34:31,12.301,1.21405,,,
451,11/03/19 17:35:31,12.261,1.21378,,,
452,11/03/19 17:36:31,12.237,1.21408,,,
453,11/03/19 17:37:31,12.205,1.21386,,,
454,11/03/19 17:38:31,12.142,1.21378,,,
455,11/03/19 17:39:31,12.149,1.21370,,,
456,11/03/19 17:40:31,12.121,1.21378,,,
457,11/03/19 17:41:31,12.075,1.21359,,,
458,11/03/19 17:42:31,12.054,1.21355,,,
459,11/03/19 17:43:31,12.015,1.21370,,,
460,11/03/19 17:44:31,11.947,1.21366,,,
461,11/03/19 17:45:31,11.948,1.21340,,,
462,11/03/19 17:46:31,11.936,1.21336,,,
463,11/03/19 17:47:31,11.897,1.21336,,,
464,11/03/19 17:48:31,11.851,1.21355,,,
465,11/03/19 17:49:31,11.837,1.21363,,,
466,11/03/19 17:50:31,11.793,1.21355,,,
467,11/03/19 17:51:31,11.748,1.21351,,,
468,11/03/19 17:52:31,11.718,1.21351,,,
469,11/03/19 17:53:31,11.702,1.21355,,,
470,11/03/19 17:54:31,11.648,1.21328,,,
471,11/03/19 17:55:31,11.628,1.21347,,,
472,11/03/19 17:56:31,11.620,1.21347,,,
473,11/03/19 17:57:31,11.572,1.21359,,,
474,11/03/19 17:58:31,11.535,1.21336,,,
475,11/03/19 17:59:31,11.537,1.21324,,,
476,11/03/19 18:00:31,11.482,1.21328,,,
477,11/03/19 18:01:31,11.434,1.21344,,,
478,11/03/19 18:02:31,11.417,1.21328,,,
479,11/03/19 18:03:31,11.409,1.21313,,,
480,11/03/19 18:04:31,11.347,1.21324,,,
481,11/03/19 18:05:31,11.318,1.21321,,,
482,11/03/19 18:06:31,11.301,1.21328,,,
483,11/03/19 18:07:31,11.265,1.21305,,,
484,11/03/19 18:08:31,11.231,1.21302,,,
485,11/03/19 18:09:31,11.207,1.21344,,,
486,11/03/19 18:10:31,11.195,1.21321,,,
487,11/03/19 18:11:31,11.142,1.21332,,,
488,11/03/19 18:12:31,11.114,1.21309,,,
489,11/03/19 18:13:31,11.107,1.21309,,,
490,11/03/19 18:14:31,11.052,1.21328,,,
491,11/03/19 18:15:31,11.020,1.21309,,,
492,11/03/19 18:16:31,11.006,1.21313,,,
493,11/03/19 18:17:31,10.965,1.21328,,,
494,11/03/19 18:18:31,10.907,1.21309,,,
495,11/03/19 18:19:31,10.895,1.21317,,,
496,11/03/19 18:20:31,10.889,1.21294,,,
497,11/03/19 18:21:31,10.825,1.21290,,,
498,11/03/19 18:22:31,10.811,1.21332,,,
499,11/03/19 18:23:31,10.782,1.21332,,,
500,11/03/19 18:24:31,10.710,1.21324,,,
501,11/03/19 18:25:31,10.713,1.21324,,,
502,11/03/19 18:26:31,10.693,1.21332,,,
503,11/03/19 18:27:31,10.623,1.21328,,,
504,11/03/19 18:28:31,10.621,1.21279,,,
505,11/03/19 18:29:31,10.608,1.21313,,,
506,11/03/19 18:30:31,10.563,1.21305,,,
507,11/03/19 18:31:31,10.507,1.21313,,,
508,11/03/19 18:32:31,10.495,1.21317,,,
509,11/03/19 18:33:31,10.472,1.21302,,,
510,11/03/19 18:34:31,10.406,1.21309,,,
511,11/03/19 18:35:31,10.410,1.21298,,,
512,11/03/19 18:36:31,10.374,1.21302,,,
513,11/03/19 18:37:31,10.338,1.21302,,,
514,11/03/19 18:38:31,10.294,1.21309,,,
515,11/03/19 18:39:31,10.270,1.21279,,,
516,11/03/19 18:40:31,10.245,1.21298,,,
517,11/03/19 18:41:31,10.207,1.21267,,,
518,11/03/19 18:42:31,10.193,1.21286,,,
519,11/03/19 18:43:31,10.171,1.21283,,,
520,11/03/19 18:44:31,10.110,1.21298,,,
521,11/03/19 18:45:31,10.116,1.21305,,,
522,11/03/19 18:46:31,10.093,1.21294,,,
523,11/03/19 18:47:31,10.026,1.21275,,,
524,11/03/19 18:48:31,10.009,1.21298,,,
