dates,tension,temperature,deltaH
NA,1.21,18.0592117647059,-0.022
NA,1.54,18.0592117647059,-0.074
NA,1.64,18.0592117647059,-0.093
NA,1.79,18.0592117647059,-0.12
NA,1.89,18.0592117647059,-0.138
NA,2.05,18.0592117647059,-0.163
NA,2.15,18.0592117647059,-0.181
NA,2.38,18.0592117647059,-0.217
NA,2.45,18.0592117647059,-0.227
NA,2.35,18.0592117647059,-0.209
NA,2.19,18.0592117647059,-0.175
NA,2.05,18.0592117647059,-0.148
NA,1.82,18.0592117647059,-0.108
NA,1.54,18.0592117647059,-0.057
NA,1.4,18.0592117647059,-0.025
NA,1.23,18.0592117647059,0.006
NA,1.11,18.0592117647059,0.029
NA,0.97,18.0592117647059,0.057
NA,0.88,18.0592117647059,0.064
