"Titre de tracé : p23t"
"#","Date Heure, GMT+01:00","Tension, V (LGR S/N: 10117161, SEN S/N: 10117161, LBL: Pression)","Temp., °C (LGR S/N: 10117161, SEN S/N: 10117161, LBL: Température)","Arrêté (LGR S/N: 10117161)","Fin de fichier (LGR S/N: 10117161)"
707,01/25/17 03:43:44 PM,0.60379,18.152,,
708,01/25/17 03:43:45 PM,0.60379,18.129,,
709,01/25/17 03:43:46 PM,0.60379,18.129,,
710,01/25/17 03:43:47 PM,0.60379,18.129,,
711,01/25/17 03:43:48 PM,0.60379,18.129,,
712,01/25/17 03:43:49 PM,0.60379,18.129,,
713,01/25/17 03:43:50 PM,0.60379,18.152,,
714,01/25/17 03:43:51 PM,0.60379,18.152,,
715,01/25/17 03:43:52 PM,0.60379,18.152,,
716,01/25/17 03:43:53 PM,0.60379,18.129,,
717,01/25/17 03:43:54 PM,0.60379,18.152,,
718,01/25/17 03:43:55 PM,0.60379,18.129,,
719,01/25/17 03:43:56 PM,0.60379,18.152,,
720,01/25/17 03:43:57 PM,0.60379,18.129,,
721,01/25/17 03:43:58 PM,0.60379,18.129,,
722,01/25/17 03:43:59 PM,0.60379,18.129,,
723,01/25/17 03:44:00 PM,0.60379,18.129,,
724,01/25/17 03:44:01 PM,0.60379,18.129,,
725,01/25/17 03:44:02 PM,0.60379,18.129,,
726,01/25/17 03:44:03 PM,0.60379,18.129,,
727,01/25/17 03:44:04 PM,0.60379,18.129,,
728,01/25/17 03:44:05 PM,0.60379,18.129,,
729,01/25/17 03:44:06 PM,0.60379,18.129,,
730,01/25/17 03:44:07 PM,0.60379,18.129,,
731,01/25/17 03:44:08 PM,0.60379,18.129,,
732,01/25/17 03:44:09 PM,0.60379,18.129,,
733,01/25/17 03:44:10 PM,0.60379,18.129,,
734,01/25/17 03:44:11 PM,0.60379,18.129,,
735,01/25/17 03:44:12 PM,0.60379,18.129,,
736,01/25/17 03:44:13 PM,0.60379,18.105,,
737,01/25/17 03:44:14 PM,0.60379,18.105,,
738,01/25/17 03:44:15 PM,0.60379,18.105,,
739,01/25/17 03:44:16 PM,0.60379,18.105,,
740,01/25/17 03:44:17 PM,0.60379,18.105,,
741,01/25/17 03:44:18 PM,0.60379,18.105,,
742,01/25/17 03:44:19 PM,0.60379,18.105,,
743,01/25/17 03:44:20 PM,0.60379,18.105,,
744,01/25/17 03:44:21 PM,0.60379,18.105,,
745,01/25/17 03:44:22 PM,0.60379,18.105,,
746,01/25/17 03:44:23 PM,0.60379,18.105,,
747,01/25/17 03:44:24 PM,0.60379,18.105,,
748,01/25/17 03:44:25 PM,0.60379,18.105,,
749,01/25/17 03:44:26 PM,0.60379,18.105,,
750,01/25/17 03:44:27 PM,0.60379,18.105,,
751,01/25/17 03:44:28 PM,0.60379,18.105,,
752,01/25/17 03:44:29 PM,0.60379,18.105,,
753,01/25/17 03:44:30 PM,0.60379,18.105,,
754,01/25/17 03:44:31 PM,0.60379,18.105,,
755,01/25/17 03:44:32 PM,0.60379,18.105,,
756,01/25/17 03:44:33 PM,0.60379,18.105,,
757,01/25/17 03:44:34 PM,0.60379,18.105,,
758,01/25/17 03:44:35 PM,0.60379,18.105,,
759,01/25/17 03:44:36 PM,0.60379,18.105,,
760,01/25/17 03:44:37 PM,0.60379,18.105,,
761,01/25/17 03:44:38 PM,0.60379,18.081,,
762,01/25/17 03:44:39 PM,0.60379,18.105,,
763,01/25/17 03:44:40 PM,0.60379,18.081,,
764,01/25/17 03:44:41 PM,0.60379,18.081,,
765,01/25/17 03:44:42 PM,0.60379,18.081,,
766,01/25/17 03:44:43 PM,0.60379,18.081,,
767,01/25/17 03:44:44 PM,0.60379,18.081,,
768,01/25/17 03:44:45 PM,0.60379,18.081,,
769,01/25/17 03:44:46 PM,0.60379,18.081,,
770,01/25/17 03:44:47 PM,0.60379,18.081,,
771,01/25/17 03:44:48 PM,0.60379,18.081,,
772,01/25/17 03:44:49 PM,0.60379,18.081,,
773,01/25/17 03:44:50 PM,0.60379,18.081,,
774,01/25/17 03:44:51 PM,0.60379,18.081,,
775,01/25/17 03:44:52 PM,0.60379,18.081,,
776,01/25/17 03:44:53 PM,0.60379,18.081,,
777,01/25/17 03:44:54 PM,0.60379,18.057,,
778,01/25/17 03:44:55 PM,0.60379,18.057,,
779,01/25/17 03:44:56 PM,0.60379,18.081,,
780,01/25/17 03:44:57 PM,0.60379,18.057,,
781,01/25/17 03:44:58 PM,0.60379,18.057,,
782,01/25/17 03:44:59 PM,0.60379,18.057,,
783,01/25/17 03:45:00 PM,0.60379,18.057,,
784,01/25/17 03:45:01 PM,0.60379,18.057,,
785,01/25/17 03:45:02 PM,0.60379,18.057,,
786,01/25/17 03:45:03 PM,0.60379,18.057,,
787,01/25/17 03:45:04 PM,0.60379,18.057,,
788,01/25/17 03:45:05 PM,0.60379,18.057,,
789,01/25/17 03:45:06 PM,0.60379,18.057,,
790,01/25/17 03:45:07 PM,0.60379,18.057,,
791,01/25/17 03:45:08 PM,0.60379,18.081,,
792,01/25/17 03:45:09 PM,0.60379,18.081,,
793,01/25/17 03:45:10 PM,0.60379,18.081,,
794,01/25/17 03:45:11 PM,0.60379,18.081,,
795,01/25/17 03:45:12 PM,0.60379,18.057,,
796,01/25/17 03:45:13 PM,0.60379,18.057,,
797,01/25/17 03:45:14 PM,0.60379,18.057,,
798,01/25/17 03:45:15 PM,0.60379,18.057,,
799,01/25/17 03:45:16 PM,0.60379,18.057,,
800,01/25/17 03:45:17 PM,0.60379,18.033,,
801,01/25/17 03:45:18 PM,0.60379,18.033,,
802,01/25/17 03:45:19 PM,0.60379,18.033,,
803,01/25/17 03:45:20 PM,0.60379,18.010,,
804,01/25/17 03:45:21 PM,0.60379,18.010,,
805,01/25/17 03:45:22 PM,0.60379,18.010,,
806,01/25/17 03:45:23 PM,0.60379,18.010,,
807,01/25/17 03:45:24 PM,0.60379,18.010,,
808,01/25/17 03:45:25 PM,0.60379,18.010,,
809,01/25/17 03:45:26 PM,0.60379,18.010,,
810,01/25/17 03:45:27 PM,0.60379,18.010,,
811,01/25/17 03:45:28 PM,0.60379,17.986,,
812,01/25/17 03:45:29 PM,0.60379,17.986,,
813,01/25/17 03:45:30 PM,0.60379,17.986,,
814,01/25/17 03:45:31 PM,0.60379,17.986,,
815,01/25/17 03:45:32 PM,0.60379,17.986,,
816,01/25/17 03:45:33 PM,0.60379,17.986,,
817,01/25/17 03:45:34 PM,0.60379,17.986,,
818,01/25/17 03:45:35 PM,0.60379,17.986,,
819,01/25/17 03:45:36 PM,0.60379,17.986,,
820,01/25/17 03:45:37 PM,0.60379,17.986,,
821,01/25/17 03:45:38 PM,0.60379,17.986,,
822,01/25/17 03:45:39 PM,0.60379,17.986,,
823,01/25/17 03:45:40 PM,0.60379,17.986,,
824,01/25/17 03:45:41 PM,0.60379,17.986,,
825,01/25/17 03:45:42 PM,0.60379,17.986,,
826,01/25/17 03:45:43 PM,0.60379,17.986,,
827,01/25/17 03:45:44 PM,0.60379,17.986,,
828,01/25/17 03:45:45 PM,0.60379,17.986,,
829,01/25/17 03:45:46 PM,0.60379,17.986,,
830,01/25/17 03:45:47 PM,0.60379,17.986,,
831,01/25/17 03:45:48 PM,0.60379,17.986,,
832,01/25/17 03:45:49 PM,0.60379,17.986,,
833,01/25/17 03:45:50 PM,0.60379,17.962,,
834,01/25/17 03:45:51 PM,0.60379,17.962,,
835,01/25/17 03:45:52 PM,0.60379,17.986,,
836,01/25/17 03:45:53 PM,0.60379,17.986,,
837,01/25/17 03:45:54 PM,0.60379,17.962,,
838,01/25/17 03:45:55 PM,0.60379,17.986,,
839,01/25/17 03:45:56 PM,0.60379,17.986,,
840,01/25/17 03:45:57 PM,0.60379,17.962,,
841,01/25/17 03:45:58 PM,0.60379,17.986,,
842,01/25/17 03:45:59 PM,0.60379,17.962,,
843,01/25/17 03:46:00 PM,0.60379,17.962,,
844,01/25/17 03:46:01 PM,0.60379,17.962,,
845,01/25/17 03:46:02 PM,0.60379,17.962,,
846,01/25/17 03:46:03 PM,0.60379,17.962,,
847,01/25/17 03:46:04 PM,0.60379,17.962,,
848,01/25/17 03:46:05 PM,0.60379,17.962,,
849,01/25/17 03:46:06 PM,0.60379,17.962,,
850,01/25/17 03:46:07 PM,0.60379,17.962,,
851,01/25/17 03:46:08 PM,0.60379,17.962,,
852,01/25/17 03:46:09 PM,0.60379,17.962,,
853,01/25/17 03:46:10 PM,0.60379,17.962,,
854,01/25/17 03:46:11 PM,0.60379,17.962,,
855,01/25/17 03:46:12 PM,0.60379,17.962,,
856,01/25/17 03:46:13 PM,0.60379,17.962,,
857,01/25/17 03:46:14 PM,0.60379,17.962,,
858,01/25/17 03:46:15 PM,0.60379,17.962,,
859,01/25/17 03:46:16 PM,0.60379,17.962,,
860,01/25/17 03:46:17 PM,0.60379,17.962,,
861,01/25/17 03:46:18 PM,0.60379,17.938,,
862,01/25/17 03:46:19 PM,0.60379,17.938,,
863,01/25/17 03:46:20 PM,0.60379,17.938,,
864,01/25/17 03:46:21 PM,0.60379,17.938,,
865,01/25/17 03:46:22 PM,0.60379,17.938,,
866,01/25/17 03:46:23 PM,0.60379,17.938,,
867,01/25/17 03:46:24 PM,0.60379,17.938,,
868,01/25/17 03:46:25 PM,0.60379,17.938,,
869,01/25/17 03:46:26 PM,0.60379,17.938,,
870,01/25/17 03:46:27 PM,0.60379,17.938,,
871,01/25/17 03:46:28 PM,0.60379,17.938,,
872,01/25/17 03:46:29 PM,0.60317,17.938,,
873,01/25/17 03:46:30 PM,0.60379,17.938,,
874,01/25/17 03:46:31 PM,0.60379,17.938,,
875,01/25/17 03:46:32 PM,0.60379,17.938,,
876,01/25/17 03:46:33 PM,0.60379,17.938,,
877,01/25/17 03:46:34 PM,0.60379,17.938,,
878,01/25/17 03:46:35 PM,0.60379,17.938,,
879,01/25/17 03:46:36 PM,0.60379,17.938,,
880,01/25/17 03:46:37 PM,0.60379,17.938,,
881,01/25/17 03:46:38 PM,0.60379,17.938,,
882,01/25/17 03:46:39 PM,0.60379,17.915,,
883,01/25/17 03:46:40 PM,0.60379,17.938,,
884,01/25/17 03:46:41 PM,0.60379,17.938,,
885,01/25/17 03:46:42 PM,0.60379,17.938,,
886,01/25/17 03:46:43 PM,0.60379,17.938,,
887,01/25/17 03:46:44 PM,0.60379,17.938,,
888,01/25/17 03:46:45 PM,0.60379,17.938,,
889,01/25/17 03:46:46 PM,0.60379,17.938,,
890,01/25/17 03:46:47 PM,0.60379,17.938,,
891,01/25/17 03:46:48 PM,0.60379,17.938,,
892,01/25/17 03:46:49 PM,0.60379,17.938,,
893,01/25/17 03:46:50 PM,0.60379,17.938,,
894,01/25/17 03:46:51 PM,0.60379,17.938,,
895,01/25/17 03:46:52 PM,0.60379,17.962,,
896,01/25/17 03:46:53 PM,0.60317,17.938,,
897,01/25/17 03:46:54 PM,0.60379,17.938,,
898,01/25/17 03:46:55 PM,0.60379,17.962,,
899,01/25/17 03:46:56 PM,0.60379,17.962,,
900,01/25/17 03:46:57 PM,0.60379,17.962,,
901,01/25/17 03:46:58 PM,0.60379,17.962,,
902,01/25/17 03:46:59 PM,0.60379,17.962,,
903,01/25/17 03:47:00 PM,0.60379,17.962,,
904,01/25/17 03:47:01 PM,0.60379,17.962,,
905,01/25/17 03:47:02 PM,0.60379,17.962,,
906,01/25/17 03:47:03 PM,0.60379,17.962,,
907,01/25/17 03:47:04 PM,0.60379,17.986,,
908,01/25/17 03:47:05 PM,0.60379,17.986,,
909,01/25/17 03:47:06 PM,0.60379,17.986,,
910,01/25/17 03:47:07 PM,0.60379,17.986,,
911,01/25/17 03:47:08 PM,0.60379,17.986,,
912,01/25/17 03:47:09 PM,0.60379,17.986,,
913,01/25/17 03:47:10 PM,0.60379,17.986,,
914,01/25/17 03:47:11 PM,0.60379,17.986,,
915,01/25/17 03:47:12 PM,0.60317,17.986,,
916,01/25/17 03:47:13 PM,0.60379,17.986,,
917,01/25/17 03:47:14 PM,0.60379,17.986,,
918,01/25/17 03:47:15 PM,0.60379,17.986,,
919,01/25/17 03:47:16 PM,0.60379,17.986,,
920,01/25/17 03:47:17 PM,0.60379,17.986,,
921,01/25/17 03:47:18 PM,0.60379,17.986,,
922,01/25/17 03:47:19 PM,0.60379,17.986,,
923,01/25/17 03:47:20 PM,0.60379,17.986,,
924,01/25/17 03:47:21 PM,0.60379,17.986,,
925,01/25/17 03:47:22 PM,0.60379,17.986,,
926,01/25/17 03:47:23 PM,0.60379,17.986,,
927,01/25/17 03:47:24 PM,0.60379,17.986,,
928,01/25/17 03:47:25 PM,0.60379,17.986,,
929,01/25/17 03:47:26 PM,0.60379,17.986,,
930,01/25/17 03:47:27 PM,0.60379,17.986,,
931,01/25/17 03:47:28 PM,0.60379,17.986,,
932,01/25/17 03:47:29 PM,0.60379,17.986,,
933,01/25/17 03:47:30 PM,0.60379,17.986,,
934,01/25/17 03:47:31 PM,0.60379,17.986,,
935,01/25/17 03:47:32 PM,0.60379,17.986,,
936,01/25/17 03:47:33 PM,0.60379,17.986,,
937,01/25/17 03:47:34 PM,0.60379,17.986,,
938,01/25/17 03:47:35 PM,0.60379,17.986,,
939,01/25/17 03:47:36 PM,0.60379,17.986,,
940,01/25/17 03:47:37 PM,0.60379,17.986,,
941,01/25/17 03:47:38 PM,0.60379,17.986,,
942,01/25/17 03:47:39 PM,0.60379,17.986,,
943,01/25/17 03:47:40 PM,0.60379,17.986,,
944,01/25/17 03:47:41 PM,0.60379,17.986,,
945,01/25/17 03:47:42 PM,0.60379,17.986,,
946,01/25/17 03:47:43 PM,0.60379,17.986,,
947,01/25/17 03:47:44 PM,0.60379,17.986,,
948,01/25/17 03:47:45 PM,0.60379,17.986,,
949,01/25/17 03:47:46 PM,0.60379,17.986,,
950,01/25/17 03:47:47 PM,0.60379,17.986,,
951,01/25/17 03:47:48 PM,0.60379,17.962,,
952,01/25/17 03:47:49 PM,0.60379,17.986,,
953,01/25/17 03:47:50 PM,0.60379,17.986,,
954,01/25/17 03:47:51 PM,0.60379,17.986,,
955,01/25/17 03:47:52 PM,0.60379,17.962,,
956,01/25/17 03:47:53 PM,0.60317,17.986,,
957,01/25/17 03:47:54 PM,0.60379,17.986,,
958,01/25/17 03:47:55 PM,0.60379,17.962,,
959,01/25/17 03:47:56 PM,0.60379,17.986,,
960,01/25/17 03:47:57 PM,0.60317,17.986,,
961,01/25/17 03:47:58 PM,0.60379,17.986,,
962,01/25/17 03:47:59 PM,0.60379,17.986,,
963,01/25/17 03:48:00 PM,0.60379,17.986,,
964,01/25/17 03:48:01 PM,0.60379,17.986,,
965,01/25/17 03:48:02 PM,0.60379,17.986,,
966,01/25/17 03:48:03 PM,0.60379,17.986,,
967,01/25/17 03:48:04 PM,0.60379,17.986,,
968,01/25/17 03:48:05 PM,0.60379,17.986,,
969,01/25/17 03:48:06 PM,0.60379,17.986,,
970,01/25/17 03:48:07 PM,0.60379,17.986,,
971,01/25/17 03:48:08 PM,0.60379,17.986,,
972,01/25/17 03:48:09 PM,0.60379,17.986,,
973,01/25/17 03:48:10 PM,0.60379,17.986,,
974,01/25/17 03:48:11 PM,0.60379,17.986,,
975,01/25/17 03:48:12 PM,0.60379,17.986,,
976,01/25/17 03:48:13 PM,0.60379,18.010,,
977,01/25/17 03:48:14 PM,0.60379,18.010,,
978,01/25/17 03:48:15 PM,0.60379,17.986,,
979,01/25/17 03:48:16 PM,0.60379,18.010,,
980,01/25/17 03:48:17 PM,0.60379,18.010,,
981,01/25/17 03:48:18 PM,0.60379,18.010,,
982,01/25/17 03:48:19 PM,0.60379,18.010,,
983,01/25/17 03:48:20 PM,0.60379,18.010,,
984,01/25/17 03:48:21 PM,0.60379,18.010,,
985,01/25/17 03:48:22 PM,0.60379,18.010,,
986,01/25/17 03:48:23 PM,0.60317,18.010,,
987,01/25/17 03:48:24 PM,0.60379,18.010,,
988,01/25/17 03:48:25 PM,0.60379,18.010,,
989,01/25/17 03:48:26 PM,0.60379,18.010,,
990,01/25/17 03:48:27 PM,0.60379,18.010,,
991,01/25/17 03:48:28 PM,0.60379,18.010,,
992,01/25/17 03:48:29 PM,0.60379,18.010,,
993,01/25/17 03:48:30 PM,0.60379,18.010,,
994,01/25/17 03:48:31 PM,0.60379,18.010,,
995,01/25/17 03:48:32 PM,0.60379,17.986,,
996,01/25/17 03:48:33 PM,0.60379,17.986,,
997,01/25/17 03:48:34 PM,0.60379,17.986,,
998,01/25/17 03:48:35 PM,0.60379,17.986,,
999,01/25/17 03:48:36 PM,0.60379,17.986,,
1000,01/25/17 03:48:37 PM,0.60379,17.986,,
1001,01/25/17 03:48:38 PM,0.60379,17.986,,
1002,01/25/17 03:48:39 PM,0.60379,17.986,,
1003,01/25/17 03:48:40 PM,0.60379,17.986,,
1004,01/25/17 03:48:41 PM,0.60379,17.962,,
1005,01/25/17 03:48:42 PM,0.60379,17.962,,
1006,01/25/17 03:48:43 PM,0.60379,17.962,,
1007,01/25/17 03:48:44 PM,0.60379,17.962,,
1008,01/25/17 03:48:45 PM,0.60379,17.962,,
1009,01/25/17 03:48:46 PM,0.60379,17.962,,
1010,01/25/17 03:48:47 PM,0.60379,17.962,,
1011,01/25/17 03:48:48 PM,0.60379,17.962,,
1012,01/25/17 03:48:49 PM,0.60317,17.962,,
1013,01/25/17 03:48:50 PM,0.60317,17.986,,
1014,01/25/17 03:48:51 PM,0.60379,17.962,,
1015,01/25/17 03:48:52 PM,0.60379,17.962,,
1016,01/25/17 03:48:53 PM,0.60379,17.962,,
1017,01/25/17 03:48:54 PM,0.60379,17.986,,
1018,01/25/17 03:48:55 PM,0.60379,17.962,,
1019,01/25/17 03:48:56 PM,0.60379,17.962,,
1020,01/25/17 03:48:57 PM,0.60379,17.962,Enregistré,Enregistré
