"Plot Title: p45p"
"#","Date Time, GMT+02:00","Volt, V (LGR S/N: 10117155, SEN S/N: 10117155, LBL: Pression)","Temp, °C (LGR S/N: 10117155, SEN S/N: 10117155, LBL: Température)","Host Connected (LGR S/N: 10117155)","Stopped (LGR S/N: 10117155)","End Of File (LGR S/N: 10117155)"
1,30/04/19 09:09:40,1.25519,16.487,,,
2,30/04/19 09:09:41,1.25641,16.487,,,
3,30/04/19 09:09:42,1.25519,16.511,,,
4,30/04/19 09:09:43,1.25702,16.463,,,
5,30/04/19 09:09:44,1.25641,16.511,,,
6,30/04/19 09:09:45,1.25580,16.487,,,
7,30/04/19 09:09:46,1.25519,16.463,,,
8,30/04/19 09:09:47,1.25641,16.487,,,
9,30/04/19 09:09:48,1.25580,16.487,,,
10,30/04/19 09:09:49,1.25458,16.463,,,
11,30/04/19 09:09:50,1.25702,16.463,,,
12,30/04/19 09:09:51,1.25580,16.487,,,
13,30/04/19 09:09:52,1.25641,16.463,,,
14,30/04/19 09:09:53,1.25519,16.534,,,
15,30/04/19 09:09:54,1.25580,16.487,,,
16,30/04/19 09:09:55,1.25458,16.511,,,
17,30/04/19 09:09:56,1.25641,16.487,,,
18,30/04/19 09:09:57,1.25397,16.463,,,
19,30/04/19 09:09:58,1.25702,16.487,,,
20,30/04/19 09:09:59,1.25580,16.487,,,
21,30/04/19 09:10:00,1.25519,16.463,,,
22,30/04/19 09:10:01,1.25519,16.511,,,
23,30/04/19 09:10:02,1.25702,16.487,,,
24,30/04/19 09:10:03,1.25580,16.463,,,
25,30/04/19 09:10:04,1.25641,16.511,,,
26,30/04/19 09:10:05,1.25641,16.487,,,
27,30/04/19 09:10:06,1.25580,16.487,,,
28,30/04/19 09:10:07,1.25580,16.511,,,
29,30/04/19 09:10:08,1.25580,16.511,,,
30,30/04/19 09:10:09,1.25580,16.487,,,
31,30/04/19 09:10:10,1.25641,16.487,,,
32,30/04/19 09:10:11,1.25580,16.487,,,
33,30/04/19 09:10:12,1.25580,16.511,,,
34,30/04/19 09:10:13,1.25519,16.487,,,
35,30/04/19 09:10:14,1.25580,16.487,,,
36,30/04/19 09:10:15,1.25641,16.487,,,
37,30/04/19 09:10:16,1.25397,16.511,,,
38,30/04/19 09:10:17,1.25580,16.511,,,
39,30/04/19 09:10:18,1.25580,16.511,,,
40,30/04/19 09:10:19,1.25580,16.463,,,
41,30/04/19 09:10:20,1.25580,16.511,,,
42,30/04/19 09:10:21,1.25763,16.463,,,
43,30/04/19 09:10:22,1.25458,16.487,,,
44,30/04/19 09:10:23,1.25519,16.534,,,
45,30/04/19 09:10:24,1.25458,16.534,,,
46,30/04/19 09:10:25,1.25336,16.534,,,
47,30/04/19 09:10:26,1.25214,16.534,,,
48,30/04/19 09:10:27,1.25275,16.511,,,
49,30/04/19 09:10:28,1.25336,16.511,,,
50,30/04/19 09:10:29,1.25336,16.511,,,
51,30/04/19 09:10:30,1.22894,16.511,,,
52,30/04/19 09:10:31,1.22283,16.534,,,
53,30/04/19 09:10:32,1.22527,16.534,,,
54,30/04/19 09:10:33,1.22405,16.558,,,
55,30/04/19 09:10:34,1.22527,16.511,,,
56,30/04/19 09:10:35,1.22405,16.534,,,
57,30/04/19 09:10:36,1.22405,16.534,,,
58,30/04/19 09:10:37,1.22405,16.511,,,
59,30/04/19 09:10:38,1.22466,16.511,,,
60,30/04/19 09:10:39,1.22405,16.534,,,
61,30/04/19 09:10:40,1.22344,16.534,,,
62,30/04/19 09:10:41,1.22466,16.534,,,
63,30/04/19 09:10:42,1.22405,16.534,,,
64,30/04/19 09:10:43,1.22344,16.534,,,
65,30/04/19 09:10:44,1.22466,16.511,,,
66,30/04/19 09:10:45,1.22466,16.511,,,
67,30/04/19 09:10:46,1.22527,16.487,,,
68,30/04/19 09:10:47,1.22466,16.534,,,
69,30/04/19 09:10:48,1.22405,16.558,,,
70,30/04/19 09:10:49,1.22466,16.511,,,
71,30/04/19 09:10:50,1.22466,16.511,,,
72,30/04/19 09:10:51,1.22405,16.534,,,
73,30/04/19 09:10:52,1.22344,16.534,,,
74,30/04/19 09:10:53,1.22527,16.511,,,
75,30/04/19 09:10:54,1.22466,16.511,,,
76,30/04/19 09:10:55,1.22405,16.487,,,
77,30/04/19 09:10:56,1.22283,16.511,,,
78,30/04/19 09:10:57,1.22405,16.534,,,
79,30/04/19 09:10:58,1.22466,16.511,,,
80,30/04/19 09:10:59,1.22405,16.511,,,
81,30/04/19 09:11:00,1.22405,16.487,,,
82,30/04/19 09:11:01,1.22466,16.487,,,
83,30/04/19 09:11:02,1.22344,16.511,,,
84,30/04/19 09:11:03,1.22527,16.511,,,
85,30/04/19 09:11:04,1.22466,16.511,,,
86,30/04/19 09:11:05,1.22589,16.487,,,
87,30/04/19 09:11:06,1.22589,16.487,,,
88,30/04/19 09:11:07,1.22466,16.487,,,
89,30/04/19 09:11:08,1.22527,16.487,,,
90,30/04/19 09:11:09,1.22344,16.511,,,
91,30/04/19 09:11:10,1.22527,16.463,,,
92,30/04/19 09:11:11,1.22527,16.463,,,
93,30/04/19 09:11:12,1.22527,16.487,,,
94,30/04/19 09:11:13,1.22466,16.487,,,
95,30/04/19 09:11:14,1.22527,16.487,,,
96,30/04/19 09:11:15,1.22466,16.487,,,
97,30/04/19 09:11:16,1.22466,16.463,,,
98,30/04/19 09:11:17,1.22344,16.511,,,
99,30/04/19 09:11:18,1.22466,16.487,,,
100,30/04/19 09:11:19,1.22466,16.463,,,
101,30/04/19 09:11:20,1.22466,16.463,,,
102,30/04/19 09:11:21,1.22405,16.487,,,
103,30/04/19 09:11:22,1.22466,16.487,,,
104,30/04/19 09:11:23,1.20024,16.487,,,
105,30/04/19 09:11:24,1.21795,16.487,,,
106,30/04/19 09:11:25,1.21429,16.511,,,
107,30/04/19 09:11:26,1.21123,16.511,,,
108,30/04/19 09:11:27,1.21062,16.463,,,
109,30/04/19 09:11:28,1.21123,16.463,,,
110,30/04/19 09:11:29,1.20940,16.511,,,
111,30/04/19 09:11:30,1.21062,16.487,,,
112,30/04/19 09:11:31,1.21062,16.534,,,
113,30/04/19 09:11:32,1.21123,16.487,,,
114,30/04/19 09:11:33,1.21062,16.511,,,
115,30/04/19 09:11:34,1.21001,16.487,,,
116,30/04/19 09:11:35,1.21062,16.511,,,
117,30/04/19 09:11:36,1.21184,16.511,,,
118,30/04/19 09:11:37,1.21123,16.463,,,
119,30/04/19 09:11:38,1.21001,16.487,,,
120,30/04/19 09:11:39,1.20940,16.511,,,
121,30/04/19 09:11:40,1.21001,16.511,,,
122,30/04/19 09:11:41,1.21062,16.511,,,
123,30/04/19 09:11:42,1.21184,16.463,,,
124,30/04/19 09:11:43,1.21123,16.463,,,
125,30/04/19 09:11:44,1.21123,16.487,,,
126,30/04/19 09:11:45,1.21123,16.487,,,
127,30/04/19 09:11:46,1.21062,16.487,,,
128,30/04/19 09:11:47,1.21062,16.463,,,
129,30/04/19 09:11:48,1.21062,16.487,,,
130,30/04/19 09:11:49,1.21062,16.487,,,
131,30/04/19 09:11:50,1.21184,16.463,,,
132,30/04/19 09:11:51,1.20818,16.463,,,
133,30/04/19 09:11:52,1.20940,16.511,,,
134,30/04/19 09:11:53,1.21062,16.511,,,
135,30/04/19 09:11:54,1.21062,16.487,,,
136,30/04/19 09:11:55,1.21123,16.463,,,
137,30/04/19 09:11:56,1.20940,16.511,,,
138,30/04/19 09:11:57,1.21001,16.463,,,
139,30/04/19 09:11:58,1.21001,16.511,,,
140,30/04/19 09:11:59,1.19536,16.439,,,
141,30/04/19 09:12:00,1.19414,16.487,,,
142,30/04/19 09:12:01,1.19414,16.511,,,
143,30/04/19 09:12:02,1.19231,16.463,,,
144,30/04/19 09:12:03,1.19048,16.463,,,
145,30/04/19 09:12:04,1.18926,16.487,,,
146,30/04/19 09:12:05,1.19109,16.463,,,
147,30/04/19 09:12:06,1.19109,16.487,,,
148,30/04/19 09:12:07,1.19048,16.463,,,
149,30/04/19 09:12:08,1.19048,16.487,,,
150,30/04/19 09:12:09,1.18987,16.487,,,
151,30/04/19 09:12:10,1.19048,16.487,,,
152,30/04/19 09:12:11,1.19048,16.463,,,
153,30/04/19 09:12:12,1.18926,16.463,,,
154,30/04/19 09:12:13,1.18987,16.487,,,
155,30/04/19 09:12:14,1.19109,16.463,,,
156,30/04/19 09:12:15,1.19109,16.439,,,
157,30/04/19 09:12:16,1.18987,16.487,,,
158,30/04/19 09:12:17,1.18987,16.487,,,
159,30/04/19 09:12:18,1.18926,16.463,,,
160,30/04/19 09:12:19,1.19109,16.487,,,
161,30/04/19 09:12:20,1.19170,16.463,,,
162,30/04/19 09:12:21,1.19109,16.463,,,
163,30/04/19 09:12:22,1.18987,16.439,,,
164,30/04/19 09:12:23,1.18987,16.463,,,
165,30/04/19 09:12:24,1.19048,16.463,,,
166,30/04/19 09:12:25,1.19109,16.463,,,
167,30/04/19 09:12:26,1.19109,16.463,,,
168,30/04/19 09:12:27,1.18987,16.463,,,
169,30/04/19 09:12:28,1.18864,16.463,,,
170,30/04/19 09:12:29,1.19048,16.415,,,
171,30/04/19 09:12:30,1.19048,16.439,,,
172,30/04/19 09:12:31,1.19048,16.463,,,
173,30/04/19 09:12:32,1.19048,16.463,,,
174,30/04/19 09:12:33,1.19109,16.439,,,
175,30/04/19 09:12:34,1.18864,16.415,,,
176,30/04/19 09:12:35,1.18071,16.439,,,
177,30/04/19 09:12:36,1.18315,16.463,,,
178,30/04/19 09:12:37,1.17582,16.463,,,
179,30/04/19 09:12:38,1.17643,16.439,,,
180,30/04/19 09:12:39,1.17399,16.463,,,
181,30/04/19 09:12:40,1.17277,16.463,,,
182,30/04/19 09:12:41,1.17216,16.463,,,
183,30/04/19 09:12:42,1.17155,16.487,,,
184,30/04/19 09:12:43,1.17277,16.439,,,
185,30/04/19 09:12:44,1.17277,16.463,,,
186,30/04/19 09:12:45,1.17277,16.487,,,
187,30/04/19 09:12:46,1.17216,16.463,,,
188,30/04/19 09:12:47,1.17094,16.463,,,
189,30/04/19 09:12:48,1.17155,16.439,,,
190,30/04/19 09:12:49,1.17155,16.439,,,
191,30/04/19 09:12:50,1.17277,16.439,,,
192,30/04/19 09:12:51,1.17094,16.463,,,
193,30/04/19 09:12:52,1.17338,16.415,,,
194,30/04/19 09:12:53,1.17216,16.415,,,
195,30/04/19 09:12:54,1.17155,16.439,,,
196,30/04/19 09:12:55,1.17277,16.439,,,
197,30/04/19 09:12:56,1.17399,16.463,,,
198,30/04/19 09:12:57,1.17338,16.463,,,
199,30/04/19 09:12:58,1.17399,16.463,,,
200,30/04/19 09:12:59,1.17338,16.439,,,
201,30/04/19 09:13:00,1.17094,16.487,,,
202,30/04/19 09:13:01,1.17277,16.439,,,
203,30/04/19 09:13:02,1.17338,16.439,,,
204,30/04/19 09:13:03,1.17338,16.463,,,
205,30/04/19 09:13:04,1.17460,16.415,,,
206,30/04/19 09:13:05,1.16606,16.487,,,
207,30/04/19 09:13:06,1.16361,16.463,,,
208,30/04/19 09:13:07,1.15873,16.463,,,
209,30/04/19 09:13:08,1.16056,16.463,,,
210,30/04/19 09:13:09,1.15873,16.439,,,
211,30/04/19 09:13:10,1.15873,16.439,,,
212,30/04/19 09:13:11,1.15873,16.463,,,
213,30/04/19 09:13:12,1.15934,16.439,,,
214,30/04/19 09:13:13,1.15934,16.439,,,
215,30/04/19 09:13:14,1.15934,16.415,,,
216,30/04/19 09:13:15,1.15934,16.415,,,
217,30/04/19 09:13:16,1.15812,16.439,,,
218,30/04/19 09:13:17,1.15690,16.439,,,
219,30/04/19 09:13:18,1.15812,16.415,,,
220,30/04/19 09:13:19,1.15934,16.439,,,
221,30/04/19 09:13:20,1.15934,16.439,,,
222,30/04/19 09:13:21,1.15873,16.415,,,
223,30/04/19 09:13:22,1.15934,16.439,,,
224,30/04/19 09:13:23,1.15873,16.463,,,
225,30/04/19 09:13:24,1.15812,16.463,,,
226,30/04/19 09:13:25,1.15873,16.415,,,
227,30/04/19 09:13:26,1.15873,16.415,,,
228,30/04/19 09:13:27,1.15934,16.439,,,
229,30/04/19 09:13:28,1.15934,16.415,,,
230,30/04/19 09:13:29,1.15751,16.439,,,
231,30/04/19 09:13:30,1.15751,16.415,,,
232,30/04/19 09:13:31,1.15934,16.415,,,
233,30/04/19 09:13:32,1.15934,16.415,,,
234,30/04/19 09:13:33,1.15812,16.392,,,
235,30/04/19 09:13:34,1.15873,16.439,,,
236,30/04/19 09:13:35,1.15812,16.439,,,
237,30/04/19 09:13:36,1.15934,16.463,,,
238,30/04/19 09:13:37,1.15873,16.439,,,
239,30/04/19 09:13:38,1.15812,16.439,,,
240,30/04/19 09:13:39,1.15873,16.439,,,
241,30/04/19 09:13:40,1.15934,16.463,,,
242,30/04/19 09:13:41,1.15812,16.463,,,
243,30/04/19 09:13:42,1.15812,16.439,,,
244,30/04/19 09:13:43,1.15568,16.415,,,
245,30/04/19 09:13:44,1.15324,16.439,,,
246,30/04/19 09:13:45,1.15140,16.439,,,
247,30/04/19 09:13:46,1.14652,16.415,,,
248,30/04/19 09:13:47,1.14591,16.463,,,
249,30/04/19 09:13:48,1.13919,16.463,,,
250,30/04/19 09:13:49,1.14164,16.415,,,
251,30/04/19 09:13:50,1.14225,16.439,,,
252,30/04/19 09:13:51,1.14164,16.463,,,
253,30/04/19 09:13:52,1.14103,16.439,,,
254,30/04/19 09:13:53,1.14164,16.439,,,
255,30/04/19 09:13:54,1.14042,16.439,,,
256,30/04/19 09:13:55,1.14042,16.439,,,
257,30/04/19 09:13:56,1.14103,16.463,,,
258,30/04/19 09:13:57,1.14225,16.463,,,
259,30/04/19 09:13:58,1.14164,16.463,,,
260,30/04/19 09:13:59,1.14225,16.439,,,
261,30/04/19 09:14:00,1.14225,16.439,,,
262,30/04/19 09:14:01,1.14225,16.439,,,
263,30/04/19 09:14:02,1.14042,16.415,,,
264,30/04/19 09:14:03,1.14225,16.415,,,
265,30/04/19 09:14:04,1.14103,16.439,,,
266,30/04/19 09:14:05,1.14042,16.463,,,
267,30/04/19 09:14:06,1.14164,16.463,,,
268,30/04/19 09:14:07,1.14225,16.463,,,
269,30/04/19 09:14:08,1.13980,16.439,,,
270,30/04/19 09:14:09,1.14164,16.439,,,
271,30/04/19 09:14:10,1.14164,16.463,,,
272,30/04/19 09:14:11,1.14042,16.463,,,
273,30/04/19 09:14:12,1.14225,16.439,,,
274,30/04/19 09:14:13,1.13370,16.439,,,
275,30/04/19 09:14:14,1.12882,16.439,,,
276,30/04/19 09:14:15,1.12332,16.463,,,
277,30/04/19 09:14:16,1.12271,16.463,,,
278,30/04/19 09:14:17,1.12088,16.439,,,
279,30/04/19 09:14:18,1.12210,16.439,,,
280,30/04/19 09:14:19,1.12210,16.463,,,
281,30/04/19 09:14:20,1.12210,16.463,,,
282,30/04/19 09:14:21,1.12332,16.463,,,
283,30/04/19 09:14:22,1.12271,16.439,,,
284,30/04/19 09:14:23,1.12393,16.415,,,
285,30/04/19 09:14:24,1.12332,16.415,,,
286,30/04/19 09:14:25,1.12271,16.439,,,
287,30/04/19 09:14:26,1.12332,16.415,,,
288,30/04/19 09:14:27,1.12393,16.415,,,
289,30/04/19 09:14:28,1.12332,16.439,,,
290,30/04/19 09:14:29,1.12393,16.415,,,
291,30/04/19 09:14:30,1.12149,16.439,,,
292,30/04/19 09:14:31,1.12332,16.439,,,
293,30/04/19 09:14:32,1.12149,16.463,,,
294,30/04/19 09:14:33,1.12271,16.439,,,
295,30/04/19 09:14:34,1.12271,16.439,,,
296,30/04/19 09:14:35,1.12271,16.463,,,
297,30/04/19 09:14:36,1.11050,16.463,,,
298,30/04/19 09:14:37,1.10745,16.463,,,
299,30/04/19 09:14:38,1.10562,16.463,,,
300,30/04/19 09:14:39,1.10195,16.511,,,
301,30/04/19 09:14:40,1.10256,16.487,,,
302,30/04/19 09:14:41,1.10195,16.487,,,
303,30/04/19 09:14:42,1.10134,16.487,,,
304,30/04/19 09:14:43,1.10134,16.487,,,
305,30/04/19 09:14:44,1.10134,16.487,,,
306,30/04/19 09:14:45,1.10073,16.487,,,
307,30/04/19 09:14:46,1.10317,16.487,,,
308,30/04/19 09:14:47,1.10379,16.511,,,
309,30/04/19 09:14:48,1.10317,16.487,,,
310,30/04/19 09:14:49,1.10317,16.487,,,
311,30/04/19 09:14:50,1.10256,16.487,,,
312,30/04/19 09:14:51,1.10256,16.487,,,
313,30/04/19 09:14:52,1.10134,16.463,,,
314,30/04/19 09:14:53,1.10134,16.511,,,
315,30/04/19 09:14:54,1.10195,16.511,,,
316,30/04/19 09:14:55,1.10195,16.511,,,
317,30/04/19 09:14:56,1.08913,16.511,,,
318,30/04/19 09:14:57,1.08486,16.534,,,
319,30/04/19 09:14:58,1.08364,16.487,,,
320,30/04/19 09:14:59,1.08486,16.487,,,
321,30/04/19 09:15:00,1.08364,16.534,,,
322,30/04/19 09:15:01,1.08486,16.511,,,
323,30/04/19 09:15:02,1.08486,16.511,,,
324,30/04/19 09:15:03,1.08425,16.511,,,
325,30/04/19 09:15:04,1.08425,16.558,,,
326,30/04/19 09:15:05,1.08425,16.511,,,
327,30/04/19 09:15:06,1.08486,16.487,,,
328,30/04/19 09:15:07,1.08486,16.534,,,
329,30/04/19 09:15:08,1.08486,16.511,,,
330,30/04/19 09:15:09,1.08547,16.511,,,
331,30/04/19 09:15:10,1.08486,16.487,,,
332,30/04/19 09:15:11,1.08486,16.487,,,
333,30/04/19 09:15:12,1.08547,16.463,,,
334,30/04/19 09:15:13,1.08547,16.487,,,
335,30/04/19 09:15:14,1.08425,16.511,,,
336,30/04/19 09:15:15,1.08364,16.511,,,
337,30/04/19 09:15:16,1.08486,16.487,,,
338,30/04/19 09:15:17,1.08425,16.511,,,
339,30/04/19 09:15:18,1.08425,16.487,,,
340,30/04/19 09:15:19,1.08425,16.487,,,
341,30/04/19 09:15:20,1.08425,16.487,,,
342,30/04/19 09:15:21,1.08547,16.487,,,
343,30/04/19 09:15:22,1.08547,16.487,,,
344,30/04/19 09:15:23,1.08364,16.511,,,
345,30/04/19 09:15:24,1.08608,16.511,,,
346,30/04/19 09:15:25,1.08547,16.511,,,
347,30/04/19 09:15:26,1.08364,16.511,,,
348,30/04/19 09:15:27,1.08547,16.487,,,
349,30/04/19 09:15:28,1.08364,16.487,,,
350,30/04/19 09:15:29,1.08486,16.534,,,
351,30/04/19 09:15:30,1.08303,16.487,,,
352,30/04/19 09:15:31,1.08547,16.487,,,
353,30/04/19 09:15:32,1.08547,16.511,,,
354,30/04/19 09:15:33,1.08547,16.463,,,
355,30/04/19 09:15:34,1.08547,16.487,,,
356,30/04/19 09:15:35,1.08364,16.487,,,
357,30/04/19 09:15:36,1.08425,16.487,,,
358,30/04/19 09:15:37,1.08364,16.487,,,
359,30/04/19 09:15:38,1.08547,16.487,,,
360,30/04/19 09:15:39,1.08486,16.511,,,
361,30/04/19 09:15:40,1.08547,16.463,,,
362,30/04/19 09:15:41,1.08486,16.487,,,
363,30/04/19 09:15:42,1.08547,16.534,,,
364,30/04/19 09:15:43,1.08303,16.487,,,
365,30/04/19 09:15:44,1.08547,16.487,,,
366,30/04/19 09:15:45,1.08547,16.511,,,
367,30/04/19 09:15:46,1.08486,16.463,,,
368,30/04/19 09:15:47,1.08608,16.487,,,
369,30/04/19 09:15:48,1.08547,16.487,,,
370,30/04/19 09:15:49,1.08364,16.511,,,
371,30/04/19 09:15:50,1.08425,16.487,,,
372,30/04/19 09:15:51,1.08364,16.487,,,
373,30/04/19 09:15:52,1.08547,16.511,,,
374,30/04/19 09:15:53,1.08486,16.487,,,
375,30/04/19 09:15:54,1.08364,16.463,,,
376,30/04/19 09:15:55,1.08486,16.487,,,
377,30/04/19 09:15:56,1.08425,16.487,,,
378,30/04/19 09:15:57,1.08486,16.463,,,
379,30/04/19 09:15:58,1.08486,16.487,,,
380,30/04/19 09:15:59,1.08547,16.511,,,
381,30/04/19 09:16:00,1.08486,16.511,,,
382,30/04/19 09:16:01,1.08486,16.487,,,
383,30/04/19 09:16:02,1.08608,16.487,,,
384,30/04/19 09:16:03,1.08486,16.487,,,
385,30/04/19 09:16:04,1.08486,16.511,,,
386,30/04/19 09:16:05,1.08486,16.511,,,
387,30/04/19 09:16:06,1.08425,16.463,,,
388,30/04/19 09:16:07,1.08486,16.511,,,
389,30/04/19 09:16:08,1.08486,16.463,,,
390,30/04/19 09:16:09,1.08486,16.487,,,
391,30/04/19 09:16:10,1.08547,16.487,,,
392,30/04/19 09:16:11,1.08486,16.463,,,
393,30/04/19 09:16:12,1.08547,16.463,,,
394,30/04/19 09:16:13,1.08486,16.487,,,
395,30/04/19 09:16:14,1.08547,16.487,,,
396,30/04/19 09:16:15,1.08547,16.511,,,
397,30/04/19 09:16:16,1.08547,16.511,,,
398,30/04/19 09:16:17,1.08303,16.487,,,
399,30/04/19 09:16:18,1.08608,16.487,,,
400,30/04/19 09:16:19,1.08486,16.487,,,
401,30/04/19 09:16:20,1.08608,16.487,,,
402,30/04/19 09:16:21,1.08547,16.487,,,
403,30/04/19 09:16:22,1.08425,16.511,,,
404,30/04/19 09:16:23,1.08486,16.487,,,
405,30/04/19 09:16:24,1.08547,16.487,,,
406,30/04/19 09:16:25,1.08425,16.487,,,
407,30/04/19 09:16:26,1.08486,16.487,,,
408,30/04/19 09:16:27,1.07570,16.487,,,
409,30/04/19 09:16:28,1.07021,16.511,,,
410,30/04/19 09:16:29,1.06410,16.487,,,
411,30/04/19 09:16:30,1.06410,16.511,,,
412,30/04/19 09:16:31,1.06105,16.511,,,
413,30/04/19 09:16:32,1.06227,16.511,,,
414,30/04/19 09:16:33,1.06227,16.487,,,
415,30/04/19 09:16:34,1.06166,16.487,,,
416,30/04/19 09:16:35,1.06410,16.487,,,
417,30/04/19 09:16:36,1.06288,16.487,,,
418,30/04/19 09:16:37,1.06349,16.487,,,
419,30/04/19 09:16:38,1.06227,16.463,,,
420,30/04/19 09:16:39,1.06105,16.487,,,
421,30/04/19 09:16:40,1.06105,16.463,,,
422,30/04/19 09:16:41,1.06288,16.463,,,
423,30/04/19 09:16:42,1.06288,16.487,,,
424,30/04/19 09:16:43,1.06227,16.487,,,
425,30/04/19 09:16:44,1.05983,16.487,,,
426,30/04/19 09:16:45,1.06105,16.463,,,
427,30/04/19 09:16:46,1.06166,16.487,,,
428,30/04/19 09:16:47,1.06227,16.511,,,
429,30/04/19 09:16:48,1.06044,16.487,,,
430,30/04/19 09:16:49,1.06166,16.487,,,
431,30/04/19 09:16:50,1.06166,16.463,,,
432,30/04/19 09:16:51,1.06166,16.487,,,
433,30/04/19 09:16:52,1.06166,16.487,,,
434,30/04/19 09:16:53,1.06227,16.463,,,
435,30/04/19 09:16:54,1.06166,16.487,,,
436,30/04/19 09:16:55,1.06166,16.463,,,
437,30/04/19 09:16:56,1.06044,16.511,,,
438,30/04/19 09:16:57,1.06166,16.487,,,
439,30/04/19 09:16:58,1.04945,16.487,,,
440,30/04/19 09:16:59,1.04151,16.463,,,
441,30/04/19 09:17:00,1.03297,16.487,,,
442,30/04/19 09:17:01,1.02808,16.487,,,
443,30/04/19 09:17:02,1.02442,16.511,,,
444,30/04/19 09:17:03,1.02381,16.511,,,
445,30/04/19 09:17:04,1.02503,16.511,,,
446,30/04/19 09:17:05,1.02503,16.487,,,
447,30/04/19 09:17:06,1.02503,16.487,,,
448,30/04/19 09:17:07,1.02503,16.487,,,
449,30/04/19 09:17:08,1.02442,16.487,,,
450,30/04/19 09:17:09,1.02564,16.487,,,
451,30/04/19 09:17:10,1.02503,16.487,,,
452,30/04/19 09:17:11,1.02564,16.487,,,
453,30/04/19 09:17:12,1.02625,16.487,,,
454,30/04/19 09:17:13,1.02503,16.487,,,
455,30/04/19 09:17:14,1.02503,16.463,,,
456,30/04/19 09:17:15,1.02503,16.487,,,
457,30/04/19 09:17:16,1.02442,16.463,,,
458,30/04/19 09:17:17,1.02381,16.463,,,
459,30/04/19 09:17:18,1.02564,16.463,,,
460,30/04/19 09:17:19,1.02564,16.463,,,
461,30/04/19 09:17:20,1.02381,16.487,,,
462,30/04/19 09:17:21,1.02564,16.463,,,
463,30/04/19 09:17:22,1.02625,16.487,,,
464,30/04/19 09:17:23,1.02503,16.487,,,
465,30/04/19 09:17:24,1.02381,16.439,,,
466,30/04/19 09:17:25,1.02503,16.487,,,
467,30/04/19 09:17:26,1.00549,16.487,,,
468,30/04/19 09:17:27,1.00611,16.487,,,
469,30/04/19 09:17:28,1.00000,16.439,,,
470,30/04/19 09:17:29,1.00000,16.487,,,
471,30/04/19 09:17:30,0.99756,16.487,,,
472,30/04/19 09:17:31,0.99512,16.463,,,
473,30/04/19 09:17:32,0.99512,16.463,,,
474,30/04/19 09:17:33,0.99634,16.487,,,
475,30/04/19 09:17:34,0.99634,16.487,,,
476,30/04/19 09:17:35,0.99451,16.487,,,
477,30/04/19 09:17:36,0.99573,16.487,,,
478,30/04/19 09:17:37,0.99573,16.487,,,
479,30/04/19 09:17:38,0.99389,16.463,,,
480,30/04/19 09:17:39,0.99573,16.487,,,
481,30/04/19 09:17:40,0.99573,16.463,,,
482,30/04/19 09:17:41,0.99573,16.487,,,
483,30/04/19 09:17:42,0.99634,16.463,,,
484,30/04/19 09:17:43,0.99695,16.439,,,
485,30/04/19 09:17:44,0.99695,16.439,,,
486,30/04/19 09:17:45,0.99695,16.463,,,
487,30/04/19 09:17:46,0.99695,16.439,,,
488,30/04/19 09:17:47,0.99756,16.439,,,
489,30/04/19 09:17:48,0.99634,16.439,,,
490,30/04/19 09:17:49,0.99695,16.463,,,
491,30/04/19 09:17:50,0.99634,16.439,,,
492,30/04/19 09:17:51,0.99573,16.463,,,
493,30/04/19 09:17:52,0.99634,16.463,,,
494,30/04/19 09:17:53,0.99573,16.415,,,
495,30/04/19 09:17:54,0.99451,16.415,,,
496,30/04/19 09:17:55,0.99634,16.415,,,
497,30/04/19 09:17:56,0.99695,16.439,,,
498,30/04/19 09:17:57,0.99634,16.439,,,
499,30/04/19 09:17:58,0.99634,16.415,,,
500,30/04/19 09:17:59,0.99512,16.392,,,
501,30/04/19 09:18:00,0.99695,16.439,,,
502,30/04/19 09:18:01,0.99634,16.415,,,
503,30/04/19 09:18:02,0.99512,16.415,,,
504,30/04/19 09:18:03,0.99634,16.439,,,
505,30/04/19 09:18:04,0.99573,16.439,,,
506,30/04/19 09:18:05,0.99634,16.439,,,
507,30/04/19 09:18:06,0.99695,16.439,,,
508,30/04/19 09:18:07,0.99512,16.415,,,
509,30/04/19 09:18:08,0.99634,16.415,,,
510,30/04/19 09:18:09,0.99695,16.392,,,
511,30/04/19 09:18:10,0.99267,16.415,,,
512,30/04/19 09:18:11,0.98840,16.415,,,
513,30/04/19 09:18:12,0.99023,16.415,,,
514,30/04/19 09:18:13,0.98657,16.415,,,
515,30/04/19 09:18:14,0.98535,16.439,,,
516,30/04/19 09:18:15,0.95360,16.415,,,
517,30/04/19 09:18:16,0.97497,16.392,,,
518,30/04/19 09:18:17,0.97558,16.392,,,
519,30/04/19 09:18:18,0.97680,16.392,,,
520,30/04/19 09:18:19,0.97680,16.368,,,
521,30/04/19 09:18:20,0.97558,16.392,,,
522,30/04/19 09:18:21,0.97619,16.392,,,
523,30/04/19 09:18:22,0.97497,16.392,,,
524,30/04/19 09:18:23,0.97619,16.415,,,
525,30/04/19 09:18:24,0.97558,16.415,,,
526,30/04/19 09:18:25,0.97558,16.415,,,
527,30/04/19 09:18:26,0.97619,16.368,,,
528,30/04/19 09:18:27,0.97680,16.392,,,
529,30/04/19 09:18:28,0.97680,16.415,,,
530,30/04/19 09:18:29,0.97619,16.392,,,
531,30/04/19 09:18:30,0.97680,16.392,,,
532,30/04/19 09:18:31,0.97497,16.392,,,
