#,dates,temperature,tension 
1128,24/04/2019 12:12:00,17.501,1.19169
1129,24/04/2019 12:13:00,17.541,1.19211
1130,24/04/2019 12:14:00,17.576,1.19223
1131,24/04/2019 12:15:00,17.581,1.19207
1132,24/04/2019 12:16:00,17.648,1.19223
1133,24/04/2019 12:17:00,17.694,1.19253
1134,24/04/2019 12:18:00,17.681,1.19215
1135,24/04/2019 12:19:00,17.699,1.19223
1136,24/04/2019 12:20:00,17.749,1.19238
1137,24/04/2019 12:21:00,17.772,1.19215
1138,24/04/2019 12:22:00,17.794,1.19238
1139,24/04/2019 12:23:00,17.845,1.19226
1140,24/04/2019 12:24:00,17.903,1.19245
1141,24/04/2019 12:25:00,17.934,1.1923
1142,24/04/2019 12:26:00,17.955,1.19249
1143,24/04/2019 12:27:00,17.99,1.19276
1144,24/04/2019 12:28:00,18.026,1.19261
1145,24/04/2019 12:29:00,18.051,1.19219
1146,24/04/2019 12:30:00,18.079,1.19257
1147,24/04/2019 12:31:00,18.13,1.19242
1148,24/04/2019 12:32:00,18.182,1.19253
1149,24/04/2019 12:33:00,18.206,1.19242
1150,24/04/2019 12:34:00,18.231,1.19284
1151,24/04/2019 12:35:00,18.264,1.19234
1152,24/04/2019 12:36:00,18.296,1.19265
1153,24/04/2019 12:37:00,18.319,1.19299
1154,24/04/2019 12:38:00,18.362,1.19287
1155,24/04/2019 12:39:00,18.372,1.19245
1156,24/04/2019 12:40:00,18.396,1.19253
1157,24/04/2019 12:41:00,18.418,1.19265
1158,24/04/2019 12:42:00,18.47,1.19253
1159,24/04/2019 12:43:00,18.49,1.1928
1160,24/04/2019 12:44:00,18.503,1.19299
1161,24/04/2019 12:45:00,18.552,1.19303
1162,24/04/2019 12:46:00,18.582,1.19276
1163,24/04/2019 12:47:00,18.591,1.19291
1164,24/04/2019 12:48:00,18.644,1.19291
1165,24/04/2019 12:49:00,18.668,1.19299
1166,24/04/2019 12:50:00,18.692,1.1928
1167,24/04/2019 12:51:00,18.738,1.19284
1168,24/04/2019 12:52:00,18.781,1.19284
1169,24/04/2019 12:53:00,18.784,1.19322
1170,24/04/2019 12:54:00,18.821,1.19287
1171,24/04/2019 12:55:00,18.886,1.19318
1172,24/04/2019 12:56:00,18.879,1.19322
1173,24/04/2019 12:57:00,18.889,1.19303
1174,24/04/2019 12:58:00,18.935,1.19322
1175,24/04/2019 12:59:00,18.99,1.19322
1176,24/04/2019 13:00:00,18.99,1.1931
1177,24/04/2019 13:01:00,19.032,1.19329
1178,24/04/2019 13:02:00,19.075,1.19341
1179,24/04/2019 13:03:00,19.086,1.19326
1180,24/04/2019 13:04:00,19.109,1.1936
1181,24/04/2019 13:05:00,19.144,1.1936
1182,24/04/2019 13:06:00,19.175,1.19368
1183,24/04/2019 13:07:00,19.197,1.19348
1184,24/04/2019 13:08:00,19.255,1.19356
1185,24/04/2019 13:09:00,19.291,1.19375
1186,24/04/2019 13:10:00,19.297,1.19345
1187,24/04/2019 13:11:00,19.337,1.19364
1188,24/04/2019 13:12:00,19.371,1.19337
1189,24/04/2019 13:13:00,19.386,1.19375
1190,24/04/2019 13:14:00,19.411,1.19337
1191,24/04/2019 13:15:00,19.46,1.19371
1192,24/04/2019 13:16:00,19.478,1.19368
1193,24/04/2019 13:17:00,19.508,1.19409
1194,24/04/2019 13:18:00,19.566,1.19402
1195,24/04/2019 13:19:00,19.575,1.19379
1196,24/04/2019 13:20:00,19.591,1.19379
1197,24/04/2019 13:21:00,19.645,1.19383
1198,24/04/2019 13:22:00,19.695,1.19383
1199,24/04/2019 13:23:00,19.701,1.19402
1200,24/04/2019 13:24:00,19.711,1.19417
1201,24/04/2019 13:25:00,19.759,1.19394
1202,24/04/2019 13:26:00,19.793,1.19409
1203,24/04/2019 13:27:00,19.801,1.19417
1204,24/04/2019 13:28:00,19.844,1.1944
1205,24/04/2019 13:29:00,19.871,1.19425
1206,24/04/2019 13:30:00,19.89,1.19425
1207,24/04/2019 13:31:00,19.927,1.19425
1208,24/04/2019 13:32:00,19.967,1.19478
1209,24/04/2019 13:33:00,20.004,1.19459
1210,24/04/2019 13:34:00,20.03,1.19451
1211,24/04/2019 13:35:00,20.065,1.19459
1212,24/04/2019 13:36:00,20.082,1.19448
1213,24/04/2019 13:37:00,20.123,1.19459
1214,24/04/2019 13:38:00,20.21,1.19471
1215,24/04/2019 13:39:00,20.216,1.19429
1216,24/04/2019 13:40:00,20.22,1.19432
1217,24/04/2019 13:41:00,20.259,1.19474
1218,24/04/2019 13:42:00,20.299,1.19482
1219,24/04/2019 13:43:00,20.314,1.19478
1220,24/04/2019 13:44:00,20.333,1.19478
1221,24/04/2019 13:45:00,20.376,1.19509
1222,24/04/2019 13:46:00,20.408,1.19505
1223,24/04/2019 13:47:00,20.421,1.19497
1224,24/04/2019 13:48:00,20.451,1.1949
1225,24/04/2019 13:49:00,20.484,1.1952
1226,24/04/2019 13:50:00,20.487,1.1952
1227,24/04/2019 13:51:00,20.545,1.19528
1228,24/04/2019 13:52:00,20.597,1.1952
1229,24/04/2019 13:53:00,20.592,1.19535
1230,24/04/2019 13:54:00,20.638,1.19543
1231,24/04/2019 13:55:00,20.68,1.19551
1232,24/04/2019 13:56:00,20.686,1.19554
1233,24/04/2019 13:57:00,20.704,1.19528
1234,24/04/2019 13:58:00,20.756,1.19551
1235,24/04/2019 13:59:00,20.804,1.19535
1236,24/04/2019 14:00:00,20.814,1.19539
1237,24/04/2019 14:01:00,20.856,1.19574
1238,24/04/2019 14:02:00,20.902,1.19589
1239,24/04/2019 14:03:00,20.902,1.19581
1240,24/04/2019 14:04:00,20.924,1.19638
1241,24/04/2019 14:05:00,20.988,1.19577
1242,24/04/2019 14:06:00,21.006,1.19612
1243,24/04/2019 14:07:00,21.026,1.19615
1244,24/04/2019 14:08:00,21.079,1.19581
1245,24/04/2019 14:09:00,21.109,1.19635
1246,24/04/2019 14:10:00,21.109,1.19593
1247,24/04/2019 14:11:00,21.163,1.19631
1248,24/04/2019 14:12:00,21.22,1.19669
1249,24/04/2019 14:13:00,21.224,1.19612
1250,24/04/2019 14:14:00,21.228,1.19684
1251,24/04/2019 14:15:00,21.276,1.1968
1252,24/04/2019 14:16:00,21.285,1.19688
1253,24/04/2019 14:17:00,21.318,1.19657
1254,24/04/2019 14:18:00,21.387,1.19677
1255,24/04/2019 14:19:00,21.397,1.19665
1256,24/04/2019 14:20:00,21.401,1.19688
1257,24/04/2019 14:21:00,21.449,1.19699
1258,24/04/2019 14:22:00,21.491,1.19738
1259,24/04/2019 14:23:00,21.482,1.19753
1260,24/04/2019 14:24:00,21.516,1.19741
1261,24/04/2019 14:25:00,21.589,1.19791
1262,24/04/2019 14:26:00,21.637,1.19764
1263,24/04/2019 14:27:00,21.646,1.19802
1264,24/04/2019 14:28:00,21.678,1.19776
1265,24/04/2019 14:29:00,21.71,1.19757
1266,24/04/2019 14:30:00,21.722,1.19741
1267,24/04/2019 14:31:00,21.761,1.19726
1268,24/04/2019 14:32:00,21.775,1.19772
1269,24/04/2019 14:33:00,21.797,1.19753
1270,24/04/2019 14:34:00,21.867,1.19741
1271,24/04/2019 14:35:00,21.943,1.19791
1272,24/04/2019 14:36:00,21.921,1.19791
1273,24/04/2019 14:37:00,21.915,1.19799
1274,24/04/2019 14:38:00,21.958,1.19802
1275,24/04/2019 14:39:00,21.996,1.19745
1276,24/04/2019 14:40:00,22.005,1.19772
1277,24/04/2019 14:41:00,22.048,1.19783
1278,24/04/2019 14:42:00,22.09,1.19802
1279,24/04/2019 14:43:00,22.097,1.19787
1280,24/04/2019 14:44:00,22.129,1.19848
1281,24/04/2019 14:45:00,22.191,1.19833
1282,24/04/2019 14:46:00,22.206,1.19825
1283,24/04/2019 14:47:00,22.223,1.19886
1284,24/04/2019 14:48:00,22.248,1.19867
1285,24/04/2019 14:49:00,22.287,1.19863
1286,24/04/2019 14:50:00,22.304,1.1989
1287,24/04/2019 14:51:00,22.338,1.19902
1288,24/04/2019 14:52:00,22.371,1.19898
1289,24/04/2019 14:53:00,22.396,1.19905
1290,24/04/2019 14:54:00,22.443,1.19951
1291,24/04/2019 14:55:00,22.493,1.19924
1292,24/04/2019 14:56:00,22.517,1.19955
1293,24/04/2019 14:57:00,22.534,1.19993
1294,24/04/2019 14:58:00,22.574,1.19944
1295,24/04/2019 14:59:00,22.594,1.19955
1296,24/04/2019 15:00:00,22.604,1.19989
1297,24/04/2019 15:01:00,22.666,1.20005
1298,24/04/2019 15:02:00,22.729,1.19963
1299,24/04/2019 15:03:00,22.721,1.19909
1300,24/04/2019 15:04:00,22.748,1.19917
1301,24/04/2019 15:05:00,22.793,1.19928
1302,24/04/2019 15:06:00,22.83,1.19944
1303,24/04/2019 15:07:00,22.851,1.19951
1304,24/04/2019 15:08:00,22.89,1.19951
1305,24/04/2019 15:09:00,22.905,1.19898
1306,24/04/2019 15:10:00,22.907,1.19921
1307,24/04/2019 15:11:00,22.95,1.19924
1308,24/04/2019 15:12:00,23.003,1.19959
1309,24/04/2019 15:13:00,23.009,1.20047
1310,24/04/2019 15:14:00,23.051,1.20027
1311,24/04/2019 15:15:00,23.103,1.20008
1312,24/04/2019 15:16:00,23.115,1.19974
1313,24/04/2019 15:17:00,23.135,1.19924
1314,24/04/2019 15:18:00,23.181,1.19886
1315,24/04/2019 15:19:00,23.202,1.1997
1316,24/04/2019 15:20:00,23.226,1.19886
1317,24/04/2019 15:21:00,23.273,1.19913
1318,24/04/2019 15:22:00,23.291,1.19894
1319,24/04/2019 15:23:00,23.298,1.19944
1320,24/04/2019 15:24:00,23.355,1.19963
1321,24/04/2019 15:25:00,23.402,1.19951
1322,24/04/2019 15:26:00,23.402,1.19966
1323,24/04/2019 15:27:00,23.427,1.19932
1324,24/04/2019 15:28:00,23.483,1.20001
1325,24/04/2019 15:29:00,23.506,1.20008
1326,24/04/2019 15:30:00,23.521,1.20085
1327,24/04/2019 15:31:00,23.557,1.20066
1328,24/04/2019 15:32:00,23.593,1.20027
1329,24/04/2019 15:33:00,23.626,1.19986
1330,24/04/2019 15:34:00,23.657,1.19959
1331,24/04/2019 15:35:00,23.677,1.19974
1332,24/04/2019 15:36:00,23.704,1.20024
1333,24/04/2019 15:37:00,23.737,1.20047
1334,24/04/2019 15:38:00,23.772,1.20039
1335,24/04/2019 15:39:00,23.784,1.20108
1336,24/04/2019 15:40:00,23.815,1.20195
1337,24/04/2019 15:41:00,23.884,1.20264
1338,24/04/2019 15:42:00,23.908,1.20089
1339,24/04/2019 15:43:00,23.921,1.20142
1340,24/04/2019 15:44:00,23.963,1.20096
1341,24/04/2019 15:45:00,23.991,1.2002
1342,24/04/2019 15:46:00,23.999,1.20069
1343,24/04/2019 15:47:00,24.045,1.20081
1344,24/04/2019 15:48:00,24.121,1.20054
1345,24/04/2019 15:49:00,24.122,1.20119
1346,24/04/2019 15:50:00,24.14,1.20108
1347,24/04/2019 15:51:00,24.181,1.20134
1348,24/04/2019 15:52:00,24.259,1.20169
1349,24/04/2019 15:53:00,24.262,1.20092
1350,24/04/2019 15:54:00,24.255,1.20134
1351,24/04/2019 15:55:00,24.302,1.20077
1352,24/04/2019 15:56:00,24.35,1.201
1353,24/04/2019 15:57:00,24.376,1.20092
1354,24/04/2019 15:58:00,24.406,1.20081
1355,24/04/2019 15:59:00,24.428,1.20096
1356,24/04/2019 16:00:00,24.436,1.20157
1357,24/04/2019 16:01:00,24.486,1.2013
1358,24/04/2019 16:02:00,24.546,1.20123
1359,24/04/2019 16:03:00,24.594,1.20119
1360,24/04/2019 16:04:00,24.614,1.20142
1361,24/04/2019 16:05:00,24.626,1.20115
1362,24/04/2019 16:06:00,24.674,1.2018
1363,24/04/2019 16:07:00,24.733,1.20218
1364,24/04/2019 16:08:00,24.755,1.20241
1365,24/04/2019 16:09:00,24.786,1.20203
1366,24/04/2019 16:10:00,24.83,1.20169
1367,24/04/2019 16:11:00,24.839,1.20161
1368,24/04/2019 16:12:00,24.859,1.20172
1369,24/04/2019 16:13:00,24.915,1.20146
1370,24/04/2019 16:14:00,24.947,1.20161
1371,24/04/2019 16:15:00,24.948,1.20207
1372,24/04/2019 16:16:00,25,1.20188
1373,24/04/2019 16:17:00,25.039,1.20192
1374,24/04/2019 16:18:00,25.056,1.20203
1375,24/04/2019 16:19:00,25.087,1.20184
1376,24/04/2019 16:20:00,25.128,1.2018
1377,24/04/2019 16:21:00,25.146,1.20192
1378,24/04/2019 16:22:00,25.166,1.20172
1379,24/04/2019 16:23:00,25.219,1.20218
1380,24/04/2019 16:24:00,25.255,1.20237
1381,24/04/2019 16:25:00,25.249,1.20195
1382,24/04/2019 16:26:00,25.295,1.20211
1383,24/04/2019 16:27:00,25.348,1.20184
1384,24/04/2019 16:28:00,25.368,1.20218
1385,24/04/2019 16:29:00,25.393,1.20195
1386,24/04/2019 16:30:00,25.443,1.20211
1387,24/04/2019 16:31:00,25.474,1.20241
1388,24/04/2019 16:32:00,25.481,1.20245
1389,24/04/2019 16:33:00,25.439,1.20253
1390,24/04/2019 16:34:00,25.419,1.2026
1391,24/04/2019 16:35:00,25.412,1.20264
1392,24/04/2019 16:36:00,25.409,1.20272
1393,24/04/2019 16:37:00,25.409,1.20275
1394,24/04/2019 16:38:00,25.41,1.2026
1395,24/04/2019 16:39:00,25.018,1.20249
1396,24/04/2019 16:40:00,24.892,1.20237
1397,24/04/2019 16:41:00,24.835,1.2002
1398,24/04/2019 16:42:00,24.786,1.20024
1399,24/04/2019 16:43:00,24.755,1.20012
1400,24/04/2019 16:44:00,24.714,1.20005
1401,24/04/2019 16:45:00,24.697,1.19997
1402,24/04/2019 16:46:00,24.667,1.19997
1403,24/04/2019 16:47:00,24.64,1.19982
1404,24/04/2019 16:48:00,24.626,1.19974
1405,24/04/2019 16:49:00,24.588,1.19966
1406,24/04/2019 16:50:00,24.572,1.1997
