dates,tension,temperature,deltaH,experiment
NA,1.20147,17.0606541861674,-0.002,p530_2019-04-30_calibUH.csv
NA,1.18132,17.0606541861674,0.006,p530_2019-04-30_calibUH.csv
NA,1.1514,17.0606541861674,0.016,p530_2019-04-30_calibUH.csv
NA,1.11844,17.0606541861674,0.026,p530_2019-04-30_calibUH.csv
NA,1.08608,17.0606541861674,0.036,p530_2019-04-30_calibUH.csv
NA,1.05311,17.0606541861674,0.046,p530_2019-04-30_calibUH.csv
NA,1.01954,17.0606541861674,0.056,p530_2019-04-30_calibUH.csv
NA,0.97741,17.0606541861674,0.068,p530_2019-04-30_calibUH.csv
NA,0.94567,17.0606541861674,0.079,p530_2019-04-30_calibUH.csv
NA,0.90476,17.0606541861674,0.092,p530_2019-04-30_calibUH.csv
NA,0.83944,17.0606541861674,0.112,p530_2019-04-30_calibUH.csv
NA,0.779,17.0606541861674,0.131,p530_2019-04-30_calibUH.csv
NA,0.74908,17.0606541861674,0.142,p530_2019-04-30_calibUH.csv
NA,0.70147,17.0606541861674,0.156,p530_2019-04-30_calibUH.csv
NA,0.63472,17.0606541861674,0.188,p530_2019-04-30_calibUH.csv
NA,1.18559,17.0606541861674,0.005,p530_2019-04-30_calibUH.csv
NA,1.2033,17.0606541861674,0,p530_2019-04-30_calibUH.csv
NA,1.23443,17.0606541861674,-0.01,p530_2019-04-30_calibUH.csv
NA,1.2619,17.0606541861674,-0.02,p530_2019-04-30_calibUH.csv
NA,1.30159,17.0606541861674,-0.03,p530_2019-04-30_calibUH.csv
NA,1.3315,17.0606541861674,-0.04,p530_2019-04-30_calibUH.csv
NA,1.36142,17.0606541861674,-0.05,p530_2019-04-30_calibUH.csv
NA,1.39744,17.0606541861674,-0.06,p530_2019-04-30_calibUH.csv
NA,1.4304,17.0606541861674,-0.07,p530_2019-04-30_calibUH.csv
NA,1.46581,17.0606541861674,-0.08,p530_2019-04-30_calibUH.csv
NA,1.49328,17.0606541861674,-0.09,p530_2019-04-30_calibUH.csv
NA,1.52259,17.0606541861674,-0.1,p530_2019-04-30_calibUH.csv
NA,1.55556,17.0606541861674,-0.112,p530_2019-04-30_calibUH.csv
NA,1.59076,17.0606541861674,-0.122,p530_2019-04-30_calibUH.csv
NA,1.61355,17.0606541861674,-0.13,p530_2019-04-30_calibUH.csv
NA,1.72222,17.0606541861674,-0.165,p530_2019-04-30_calibUH.csv
NA,1.80342,17.0606541861674,-0.19,p530_2019-04-30_calibUH.csv
NA,1.96581,17.0606541861674,-0.24,p530_2019-04-30_calibUH.csv
NA,2.12332,17.0606541861674,-0.29,p530_2019-04-30_calibUH.csv
NA,2.33516,17.0606541861674,-0.355,p530_2019-04-30_calibUH.csv
23/04/2019 17:43:22,1.15749469545456,25.984,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 17:44:22,1.15799469545456,25.665,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 17:52:22,1.16123469545456,24.753,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 17:56:22,1.15989469545456,24.729,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 17:57:22,1.16031469545456,24.696,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 17:58:22,1.16218469545456,24.702,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 17:59:22,1.16184469545456,24.677,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:00:22,1.15833469545456,24.662,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:01:22,1.15738469545456,24.661,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:02:22,1.15810469545456,24.608,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:03:22,1.15837469545456,24.582,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:04:22,1.15856469545456,24.566,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:05:22,1.15886469545456,24.531,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:06:22,1.15890469545456,24.508,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:07:22,1.15856469545456,24.489,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:08:22,1.15635469545456,24.454,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:09:22,1.15776469545456,24.418,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:10:22,1.15772469545456,24.401,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:11:22,1.15802469545456,24.398,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:12:22,1.15882469545456,24.338,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:13:22,1.15787469545456,24.3,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:14:22,1.15825469545456,24.299,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:15:22,1.15760469545456,24.255,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:16:22,1.15779469545456,24.195,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:17:22,1.15776469545456,24.175,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:18:22,1.15875469545456,24.166,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:19:22,1.15562469545456,24.11,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:20:22,1.15741469545456,24.07,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:21:22,1.15715469545456,24.074,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:22:22,1.15722469545456,24.021,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:23:22,1.15718469545456,23.973,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:24:22,1.15734469545456,23.987,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:25:22,1.15665469545456,23.931,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:26:22,1.15425469545456,23.889,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:27:22,1.15646469545456,23.865,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:28:22,1.15593469545456,23.85,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:29:22,1.15181469545456,23.808,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:30:22,1.15520469545456,23.772,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:31:22,1.15585469545456,23.773,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:32:22,1.15566469545456,23.711,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:33:22,1.15547469545456,23.681,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:34:22,1.15581469545456,23.687,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:35:22,1.15596469545456,23.629,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:36:22,1.15612469545456,23.602,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:37:22,1.15577469545456,23.588,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:38:22,1.15593469545456,23.543,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:39:22,1.15627469545456,23.475,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:40:22,1.15211469545456,23.459,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:41:22,1.15261469545456,23.447,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:42:22,1.15516469545456,23.379,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:43:22,1.15348469545456,23.351,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:44:22,1.15600469545456,23.327,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:45:22,1.15379469545456,23.279,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:46:22,1.15383469545456,23.253,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:47:22,1.15367469545456,23.264,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:48:22,1.15360469545456,23.213,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:49:22,1.15352469545456,23.172,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:50:22,1.15413469545456,23.15,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:51:22,1.15367469545456,23.142,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:52:22,1.15268469545456,23.099,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:53:22,1.15310469545456,23.075,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:54:22,1.15287469545456,23.037,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:55:22,1.15272469545456,22.998,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:56:22,1.15058469545456,22.97,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:57:22,1.15123469545456,22.938,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:58:22,1.15215469545456,22.908,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 18:59:22,1.15234469545456,22.854,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:00:22,1.15230469545456,22.836,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:01:22,1.15169469545456,22.844,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:02:22,1.15192469545456,22.787,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:03:22,1.15142469545456,22.764,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:04:22,1.15089469545456,22.735,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:05:22,1.15104469545456,22.67,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:06:22,1.15085469545456,22.657,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:07:22,1.15001469545456,22.652,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:08:22,1.15100469545456,22.603,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:09:22,1.14978469545456,22.567,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:10:22,1.14967469545456,22.585,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:11:22,1.15001469545456,22.543,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:12:22,1.15020469545456,22.488,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:13:22,1.14990469545456,22.474,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:14:22,1.14952469545456,22.447,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:15:22,1.14967469545456,22.381,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:16:22,1.14864469545456,22.341,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:17:22,1.14856469545456,22.329,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:18:22,1.14856469545456,22.299,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:19:22,1.14868469545456,22.274,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:20:22,1.14879469545456,22.233,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:21:22,1.14852469545456,22.233,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:22:22,1.14734469545456,22.196,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:23:22,1.14574469545456,22.142,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:24:22,1.14807469545456,22.114,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:25:22,1.14765469545456,22.073,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:26:22,1.14696469545456,22.037,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:27:22,1.14685469545456,22.043,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:28:22,1.14742469545456,22.011,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:29:22,1.14646469545456,21.984,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:30:22,1.14635469545456,21.942,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:31:22,1.14685469545456,21.913,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:32:22,1.14631469545456,21.872,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:33:22,1.14769469545456,21.869,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:34:22,1.14608469545456,21.831,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:35:22,1.14563469545456,21.77,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:36:22,1.14582469545456,21.728,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:37:22,1.14509469545456,21.728,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:38:22,1.14532469545456,21.694,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:39:22,1.14292469545456,21.649,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:40:22,1.14532469545456,21.658,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:41:22,1.14532469545456,21.625,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:42:22,1.14460469545456,21.563,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:43:22,1.14456469545456,21.554,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:44:22,1.14372469545456,21.528,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:45:22,1.14418469545456,21.469,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:46:22,1.14364469545456,21.424,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:47:22,1.14410469545456,21.412,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:48:22,1.14296469545456,21.395,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:49:22,1.14383469545456,21.36,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:50:22,1.14372469545456,21.355,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:51:22,1.14364469545456,21.316,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:52:22,1.14433469545456,21.255,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:53:22,1.14418469545456,21.234,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:54:22,1.14368469545456,21.209,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:55:22,1.14395469545456,21.161,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:56:22,1.14292469545456,21.109,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:57:22,1.14288469545456,21.1,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:58:22,1.14162469545456,21.084,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 19:59:22,1.14116469545456,21.035,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:00:22,1.14166469545456,21.02,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:01:22,1.14101469545456,20.997,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:02:22,1.14154469545456,20.966,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:03:22,1.14196469545456,20.933,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:06:22,1.13998469545456,20.838,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:07:22,1.14002469545456,20.822,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:08:22,1.13971469545456,20.768,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:09:22,1.13880469545456,20.705,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:10:22,1.13891469545456,20.71,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:11:22,1.13933469545456,20.68,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:12:22,1.13861469545456,20.628,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:13:22,1.13861469545456,20.613,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:14:22,1.13868469545456,20.594,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:15:22,1.13803469545456,20.557,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:16:22,1.13742469545456,20.53,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:17:22,1.13727469545456,20.503,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:18:22,1.13746469545456,20.476,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:19:22,1.13689469545456,20.421,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:20:22,1.13647469545456,20.388,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:21:22,1.13658469545456,20.359,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:22:22,1.13525469545456,20.323,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:23:22,1.13601469545456,20.295,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:24:22,1.13609469545456,20.262,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:25:22,1.13533469545456,20.229,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:26:22,1.13533469545456,20.219,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:27:22,1.13422469545456,20.213,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:28:22,1.13472469545456,20.158,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:29:22,1.13441469545456,20.119,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:30:22,1.13464469545456,20.104,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:31:22,1.13391469545456,20.082,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:32:22,1.13399469545456,20.034,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:33:22,1.13338469545456,20.001,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:34:22,1.13319469545456,20.004,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:35:22,1.13319469545456,19.957,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:36:22,1.13246469545456,19.917,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:37:22,1.13231469545456,19.899,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:38:22,1.13262469545456,19.826,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:39:22,1.13212469545456,19.798,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:40:22,1.13193469545456,19.796,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:41:22,1.13189469545456,19.75,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:42:22,1.13113469545456,19.708,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:43:22,1.13102469545456,19.698,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:44:22,1.13136469545456,19.689,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:45:22,1.13018469545456,19.643,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:46:22,1.13037469545456,19.615,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:47:22,1.12930469545456,19.589,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:48:22,1.12960469545456,19.548,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:49:22,1.12918469545456,19.499,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:50:22,1.13006469545456,19.494,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:51:22,1.12934469545456,19.447,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:52:22,1.12926469545456,19.395,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:53:22,1.12918469545456,19.383,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:54:22,1.12911469545456,19.366,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:55:22,1.12953469545456,19.31,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:56:22,1.12861469545456,19.279,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:57:22,1.12915469545456,19.274,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:58:22,1.12873469545456,19.218,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 20:59:22,1.12873469545456,19.193,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:00:22,1.12800469545456,19.19,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:01:22,1.12751469545456,19.161,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:02:22,1.12754469545456,19.123,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:03:22,1.12770469545456,19.102,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:04:22,1.12735469545456,19.062,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:05:22,1.12796469545456,19.019,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:06:22,1.12709469545456,19.01,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:07:22,1.12571469545456,18.98,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:08:22,1.12667469545456,18.928,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:09:22,1.12701469545456,18.901,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:10:22,1.12712469545456,18.883,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:11:22,1.12648469545456,18.846,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:12:22,1.12674469545456,18.787,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:14:22,1.12644469545456,18.702,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:19:22,1.12663469545456,18.553,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:20:22,1.12674469545456,18.503,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:21:22,1.12674469545456,18.473,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:22:22,1.12773469545456,18.469,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:24:22,1.12579469545456,18.384,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:25:22,1.12670469545456,18.381,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:26:22,1.12667469545456,18.319,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:53:22,1.12449469545456,17.495,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:54:22,1.12457469545456,17.443,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:55:22,1.12491469545456,17.443,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:56:22,1.12468469545456,17.4,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:57:22,1.12484469545456,17.344,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:58:22,1.12407469545456,17.324,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 21:59:22,1.12476469545456,17.308,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:00:22,1.12438469545456,17.253,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:01:22,1.12422469545456,17.228,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:02:22,1.12434469545456,17.217,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:03:22,1.12426469545456,17.156,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:04:22,1.12445469545456,17.126,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:05:22,1.12453469545456,17.112,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:06:22,1.12506469545456,17.089,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:07:22,1.12484469545456,17.048,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:08:22,1.12472469545456,17.036,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:09:22,1.12506469545456,17.009,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:10:22,1.12472469545456,16.963,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:11:22,1.12449469545456,16.952,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:12:22,1.12449469545456,16.935,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:13:22,1.12415469545456,16.86,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:14:22,1.12415469545456,16.839,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:15:22,1.12384469545456,16.829,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:16:22,1.12510469545456,16.78,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:17:22,1.12403469545456,16.755,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:18:22,1.12388469545456,16.705,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:19:22,1.12396469545456,16.691,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:20:22,1.12449469545456,16.627,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:21:22,1.12487469545456,16.618,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:22:22,1.12545469545456,16.615,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:23:22,1.12514469545456,16.537,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:24:22,1.12499469545456,16.534,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:25:22,1.12476469545456,16.51,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:26:22,1.12533469545456,16.445,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:27:22,1.12445469545456,16.435,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:28:22,1.12472469545456,16.426,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:29:22,1.12442469545456,16.375,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:30:22,1.12472469545456,16.332,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:31:22,1.12400469545456,16.332,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:32:22,1.12365469545456,16.28,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:33:22,1.12403469545456,16.247,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:34:22,1.12480469545456,16.228,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:35:22,1.12484469545456,16.198,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:36:22,1.12819469545456,16.149,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 22:40:22,1.12514469545456,16.04,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 23:03:22,1.12789469545456,15.296,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 23:04:22,1.12602469545456,15.285,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 23:07:22,1.12575469545456,15.206,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 23:22:22,1.12316469545456,14.737,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 23:23:22,1.12346469545456,14.679,0.02,p530_2019_04_24_calibUT_1.csv
23/04/2019 23:29:22,1.12373469545456,14.529,0.02,p530_2019_04_24_calibUT_1.csv
