dates,tension,temperature,deltaH,experiment
09/03/2019 01:48:52,1.23754800347838,11.067,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 01:49:52,1.23769800347838,11.008,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 01:50:52,1.23765800347838,10.988,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 01:51:52,1.23746800347838,10.976,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 01:52:52,1.23754800347838,10.919,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 01:53:52,1.23742800347838,10.884,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 01:54:52,1.23731800347838,10.883,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 01:55:52,1.23746800347838,10.849,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 01:56:52,1.23735800347838,10.809,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 01:57:52,1.23742800347838,10.788,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 01:58:52,1.23754800347838,10.786,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 01:59:52,1.23738800347838,10.713,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 02:00:52,1.23727800347838,10.673,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 02:01:52,1.23735800347838,10.65,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 02:02:52,1.23719800347838,10.606,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 02:03:52,1.23719800347838,10.579,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 02:04:52,1.23735800347838,10.557,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 02:05:52,1.23727800347838,10.531,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 02:06:52,1.23719800347838,10.484,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 02:07:52,1.23716800347838,10.45,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 02:08:52,1.23723800347838,10.441,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 02:09:52,1.23719800347838,10.391,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 02:10:52,1.23735800347838,10.349,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 02:11:52,1.23731800347838,10.34,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 02:12:52,1.23719800347838,10.297,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 02:13:52,1.23731800347838,10.253,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 02:14:52,1.23716800347838,10.27,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 02:15:52,1.23712800347838,10.234,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 02:16:52,1.23727800347838,10.191,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 02:17:52,1.23719800347838,10.164,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 02:18:52,1.23696800347838,10.13,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 02:19:52,1.23696800347838,10.092,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 02:20:52,1.23719800347838,10.061,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 02:21:52,1.23708800347838,10.027,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 08:39:52,1.24124800347838,10.026,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 08:40:52,1.24128800347838,10.036,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 08:41:52,1.24135800347838,10.053,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 08:42:52,1.24131800347838,10.096,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 08:43:52,1.24131800347838,10.118,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 08:44:52,1.24154800347838,10.152,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 08:45:52,1.24154800347838,10.196,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 08:46:52,1.24139800347838,10.233,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 08:47:52,1.24128800347838,10.234,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 08:48:52,1.24150800347838,10.277,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 08:49:52,1.24135800347838,10.322,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 08:50:52,1.24158800347838,10.337,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 08:51:52,1.24158800347838,10.358,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 08:52:52,1.24158800347838,10.421,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 08:53:52,1.24162800347838,10.43,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 08:54:52,1.24166800347838,10.449,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 08:55:52,1.24169800347838,10.499,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 08:56:52,1.24162800347838,10.56,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 08:57:52,1.24169800347838,10.545,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 08:58:52,1.24166800347838,10.583,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 08:59:52,1.24162800347838,10.643,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:00:52,1.24169800347838,10.635,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:01:52,1.24189800347838,10.658,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:02:52,1.24181800347838,10.715,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:03:52,1.24185800347838,10.736,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:04:52,1.24181800347838,10.741,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:05:52,1.24177800347838,10.802,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:06:52,1.24181800347838,10.808,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:07:52,1.24196800347838,10.82,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:08:52,1.24185800347838,10.893,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:09:52,1.24200800347838,10.95,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:10:52,1.24200800347838,10.936,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:11:52,1.24192800347838,10.988,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:12:52,1.24200800347838,11.014,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:13:52,1.24177800347838,11.056,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:14:52,1.24196800347838,11.087,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:15:52,1.24200800347838,11.107,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:16:52,1.24204800347838,11.143,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:17:52,1.24223800347838,11.143,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:18:52,1.24200800347838,11.184,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:19:52,1.24215800347838,11.218,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:20:52,1.24204800347838,11.259,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:21:52,1.24211800347838,11.326,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:22:52,1.24215800347838,11.326,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:23:52,1.24192800347838,11.33,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:24:52,1.24211800347838,11.368,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:25:52,1.24196800347838,11.443,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:26:52,1.24208800347838,11.466,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:27:52,1.24208800347838,11.456,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:28:52,1.24208800347838,11.517,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:29:52,1.24219800347838,11.563,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:30:52,1.24208800347838,11.59,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:31:52,1.24211800347838,11.646,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:32:52,1.24227800347838,11.648,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:33:52,1.24166800347838,11.657,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:34:52,1.24223800347838,11.698,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:35:52,1.24223800347838,11.748,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:36:52,1.24242800347838,11.746,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:37:52,1.24238800347838,11.763,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:38:52,1.24238800347838,11.828,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:39:52,1.24253800347838,11.857,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:40:52,1.24253800347838,11.86,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:41:52,1.24269800347838,11.91,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:42:52,1.24246800347838,11.954,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:43:52,1.24253800347838,11.963,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:44:52,1.24257800347838,11.987,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:45:52,1.24242800347838,12.048,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:46:52,1.24265800347838,12.074,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:47:52,1.24253800347838,12.092,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:48:52,1.24253800347838,12.143,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:49:52,1.24261800347838,12.166,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:50:52,1.24253800347838,12.216,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:51:52,1.24253800347838,12.255,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:52:52,1.24276800347838,12.283,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:53:52,1.24280800347838,12.267,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:54:52,1.24265800347838,12.281,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:55:52,1.24292800347838,12.361,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:56:52,1.24280800347838,12.367,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:57:52,1.24307800347838,12.375,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:58:52,1.24292800347838,12.437,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 09:59:52,1.24280800347838,12.465,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:00:52,1.24299800347838,12.474,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:01:52,1.24295800347838,12.535,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:02:52,1.24307800347838,12.579,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:03:52,1.24303800347838,12.567,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:04:52,1.24322800347838,12.613,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:05:52,1.24299800347838,12.675,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:06:52,1.24299800347838,12.657,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:07:52,1.24311800347838,12.683,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:08:52,1.24307800347838,12.757,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:09:52,1.24311800347838,12.781,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:10:52,1.24322800347838,12.787,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:11:52,1.24311800347838,12.828,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:12:52,1.24326800347838,12.885,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:13:52,1.24334800347838,12.88,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:14:52,1.24322800347838,12.919,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:15:52,1.24349800347838,12.992,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:16:52,1.24334800347838,12.98,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:17:52,1.24314800347838,13.008,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:18:52,1.24345800347838,13.091,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:19:52,1.24307800347838,13.084,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:20:52,1.24349800347838,13.094,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:21:52,1.24341800347838,13.151,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:22:52,1.24353800347838,13.174,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:23:52,1.24337800347838,13.16,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:24:52,1.24364800347838,13.23,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:25:52,1.24353800347838,13.293,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:26:52,1.24364800347838,13.294,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:27:52,1.24360800347838,13.311,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:28:52,1.24368800347838,13.371,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:29:52,1.24383800347838,13.404,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:30:52,1.24375800347838,13.391,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:31:52,1.24379800347838,13.448,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:32:52,1.24364800347838,13.509,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:33:52,1.24372800347838,13.517,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:34:52,1.24368800347838,13.541,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:35:52,1.24379800347838,13.59,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:36:52,1.24372800347838,13.611,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:37:52,1.24395800347838,13.648,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:38:52,1.24391800347838,13.687,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:39:52,1.24383800347838,13.714,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:40:52,1.24395800347838,13.721,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:41:52,1.24402800347838,13.763,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:42:52,1.24387800347838,13.799,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:43:52,1.24391800347838,13.823,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:44:52,1.24395800347838,13.889,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:45:52,1.24414800347838,13.912,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:46:52,1.24421800347838,13.918,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:47:52,1.24402800347838,13.96,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:48:52,1.24402800347838,13.994,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:49:52,1.24406800347838,14.002,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:50:52,1.24414800347838,14.017,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:51:52,1.24410800347838,14.077,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:52:52,1.24429800347838,14.123,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:53:52,1.24429800347838,14.119,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:54:52,1.24417800347838,14.179,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:55:52,1.24433800347838,14.214,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:56:52,1.24391800347838,14.216,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:57:52,1.24433800347838,14.246,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:58:52,1.24437800347838,14.306,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 10:59:52,1.24433800347838,14.315,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:00:52,1.24417800347838,14.315,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:01:52,1.24444800347838,14.372,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:02:52,1.24448800347838,14.412,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:03:52,1.24437800347838,14.412,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:04:52,1.24448800347838,14.46,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:05:52,1.24433800347838,14.517,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:06:52,1.24452800347838,14.517,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:07:52,1.24463800347838,14.557,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:08:52,1.24459800347838,14.617,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:09:52,1.24467800347838,14.638,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:10:52,1.24467800347838,14.65,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:11:52,1.24444800347838,14.717,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:12:52,1.24475800347838,14.735,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:13:52,1.24452800347838,14.732,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:14:52,1.24452800347838,14.794,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:15:52,1.24482800347838,14.816,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:16:52,1.24463800347838,14.81,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:17:52,1.24475800347838,14.865,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:18:52,1.24475800347838,14.918,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:19:52,1.24467800347838,14.922,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:20:52,1.24486800347838,14.969,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:21:52,1.24475800347838,15.061,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:22:52,1.24490800347838,15.022,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:23:52,1.24486800347838,15.036,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:24:52,1.24490800347838,15.106,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:25:52,1.24486800347838,15.139,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:26:52,1.24471800347838,15.127,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:27:52,1.24498800347838,15.191,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:28:52,1.24482800347838,15.228,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:29:52,1.24478800347838,15.205,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:30:52,1.24494800347838,15.248,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:31:52,1.24486800347838,15.33,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:32:52,1.24494800347838,15.345,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:33:52,1.24490800347838,15.33,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:34:52,1.24505800347838,15.414,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:35:52,1.24505800347838,15.436,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:36:52,1.24501800347838,15.411,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:37:52,1.24501800347838,15.467,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:38:52,1.24498800347838,15.536,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:39:52,1.24505800347838,15.537,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:40:52,1.24520800347838,15.557,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:41:52,1.24513800347838,15.627,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:42:52,1.24513800347838,15.64,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:43:52,1.24528800347838,15.658,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:44:52,1.24524800347838,15.737,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:45:52,1.24532800347838,15.754,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:46:52,1.24540800347838,15.725,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:47:52,1.24532800347838,15.821,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:48:52,1.24532800347838,15.888,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:49:52,1.24524800347838,15.842,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:50:52,1.24540800347838,15.888,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:51:52,1.24540800347838,15.928,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:52:52,1.24532800347838,15.93,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:53:52,1.24547800347838,15.944,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:54:52,1.24532800347838,16.016,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:55:52,1.24547800347838,16.061,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:56:52,1.24543800347838,16.044,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:57:52,1.24562800347838,16.083,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:58:52,1.24562800347838,16.147,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 11:59:52,1.24570800347838,16.155,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:00:52,1.24543800347838,16.201,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:01:52,1.24559800347838,16.281,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:02:52,1.24559800347838,16.287,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:03:52,1.24559800347838,16.266,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:04:52,1.24559800347838,16.323,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:05:52,1.24570800347838,16.366,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:06:52,1.24570800347838,16.356,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:07:52,1.24570800347838,16.411,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:08:52,1.24551800347838,16.461,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:09:52,1.24570800347838,16.452,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:10:52,1.24585800347838,16.473,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:11:52,1.24589800347838,16.536,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:12:52,1.24578800347838,16.567,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:13:52,1.24585800347838,16.579,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:14:52,1.24589800347838,16.641,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:15:52,1.24593800347838,16.679,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:16:52,1.24574800347838,16.67,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:17:52,1.24581800347838,16.731,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:18:52,1.24589800347838,16.789,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:19:52,1.24585800347838,16.774,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:20:52,1.24608800347838,16.798,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:21:52,1.24585800347838,16.859,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:22:52,1.24616800347838,16.871,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:23:52,1.24616800347838,16.89,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:24:52,1.24589800347838,16.929,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:25:52,1.24601800347838,16.945,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:26:52,1.24616800347838,16.973,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:27:52,1.24597800347838,17.028,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:28:52,1.24623800347838,17.074,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:29:52,1.24620800347838,17.071,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:30:52,1.24631800347838,17.125,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:31:52,1.24616800347838,17.184,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:32:52,1.24620800347838,17.201,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:33:52,1.24627800347838,17.223,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:34:52,1.24627800347838,17.235,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:35:52,1.24650800347838,17.25,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:36:52,1.24643800347838,17.263,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:37:52,1.24623800347838,17.302,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:38:52,1.24620800347838,17.379,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:39:52,1.24639800347838,17.388,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:40:52,1.24627800347838,17.4,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:41:52,1.24646800347838,17.464,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:42:52,1.24616800347838,17.494,-0.002,p537_2019_03_11_calibUT_2.csv
09/03/2019 12:43:52,1.24635800347838,17.518,-0.002,p537_2019_03_11_calibUT_2.csv
